Match ID,Date,Time,IN_LIVE,Odd_Ent,Juice,Stake,Lucro_Max,Jogo,Liga,Região,OBS
193187085,2026-05-03,15:00,False,2.5,0.0,1.0,1.5,CA Colegiales vs San Martin SJ,Argentina Nacional B,Argentina,
193187005,2026-05-03,15:00,False,2.5,0.0,1.0,1.5,Club Atletico Mitre vs Acassuso,Argentina Nacional B,Argentina,
193880548,2026-05-03,15:03,False,2.37,0.0,1.0,1.37,Escobar FC vs Defensores de Belgrano VR,Argentina Torneo A,Argentina,
192943517,2026-05-03,15:15,False,1.9,0.0,1.0,0.9,Juan Pablo II College vs Universitario de Deportes,Peru Liga 1,Peru,
193186898,2026-05-03,15:30,False,2.62,0.0,1.0,1.62,Almirante Brown vs CA Chaco For Ever,Argentina Nacional B,Argentina,
193820558,2026-05-03,15:30,False,2.2,0.0,1.0,1.2,Berazategui vs CA Lugano,Argentina Primera C Metropolitana,Argentina,
193820497,2026-05-03,15:30,False,2.2,0.0,1.0,1.2,Puerto Nuevo vs Club Leandro N. Alem,Argentina Primera C Metropolitana,Argentina,
193830308,2026-05-03,15:30,False,2.37,0.0,1.0,1.37,Azuriz vs Sao Jose RS,Brazil Serie D,Brazil,
193067285,2026-05-03,16:00,False,2.37,0.0,1.0,1.37,Belgrano vs Sarmiento,Argentina Liga Profesional,Argentina,
193067322,2026-05-03,16:00,False,2.37,0.0,1.0,1.37,Racing Club vs Huracan,Argentina Liga Profesional,Argentina,
193830277,2026-05-03,16:00,False,2.2,0.0,1.0,1.2,Atletico Alagoinhas vs ASA,Brazil Serie D,Brazil,
193830318,2026-05-03,16:00,False,2.1,0.0,1.0,1.1,Brasiliense vs Aparecidense,Brazil Serie D,Brazil,
193187319,2026-05-03,16:30,False,2.62,0.0,1.0,1.62,Ferrocarril Midland vs CA Guemes,Argentina Nacional B,Argentina,
193187228,2026-05-03,16:30,False,2.62,0.0,1.0,1.62,Godoy Cruz vs CD Moron,Argentina Nacional B,Argentina,
193926450,2026-05-03,16:30,False,2.5,0.0,1.0,1.5,CA Sarmiento de la Banda vs Defensores Puerto Vilelas,Argentina Torneo A,Argentina,
193880577,2026-05-03,17:00,False,2.5,0.0,1.0,1.5,Juventud Antoniana vs San Martin Formosa,Argentina Torneo A,Argentina,
193830251,2026-05-03,17:00,False,2.2,0.0,1.0,1.2,Ferroviaria vs Anapolis,Brazil Serie C,Brazil,
193830158,2026-05-03,17:00,False,2.37,0.0,1.0,1.37,Nacional AM vs Sao Raimundo RR,Brazil Serie D,Brazil,
193830186,2026-05-03,17:00,False,2.25,0.0,1.0,1.25,Sampaio Correa vs Maracanã,Brazil Serie D,Brazil,
193914368,2026-05-03,18:00,False,2.1,0.0,1.0,1.1,Gotham FC (W) vs Racing Louisville FC (W),USA NWSL Women,USA,
193830261,2026-05-03,19:00,False,2.1,0.0,1.0,1.1,Paysandu vs Botafogo PB,Brazil Serie C,Brazil,
193881374,2026-05-03,19:00,False,2.0,0.0,1.0,1.0,Municipal Liberia vs Deportivo Saprissa,Costa Rica Primera Division,Costa Rica,
193982431,2026-05-03,21:00,False,2.0,0.0,1.0,1.0,Deportes Limache vs O'Higgins,Chile Copa de la Liga,Chile,
193995646,2026-05-04,10:45,True,2.25,0.0,1.0,1.25,NK Dugopolje vs HNK Cibalia,Croatia 1.NL,Croatia,
193201014,2026-05-04,13:00,False,2.0,0.0,1.0,1.0,Shamrock Rovers vs Drogheda United,Republic of Ireland Premier Division,Ireland,
194002620,2026-05-04,13:20,False,2.0,0.0,1.0,1.0,Al Shabab Seeb vs Al Rustaq,Oman League,Oman,
193995745,2026-05-04,14:00,False,2.1,0.0,1.0,1.1,Wadi Degla vs Kahraba Ismailia,Egypt Division 1,Egypt,
193880720,2026-05-04,15:00,False,2.2,0.0,1.0,1.2,Ypiranga RS vs Ituano,Brazil Serie C,Brazil,
194001923,2026-05-04,15:00,False,2.2,0.0,1.0,1.2,US Yacoub El Mansour vs RSB Berkane,Morocco GNF 1,Morocco,
193004648,2026-05-04,15:45,False,1.95,0.0,1.0,0.95,Roma vs Fiorentina,Italy Serie A,Italy,
193067316,2026-05-04,17:00,False,2.2,0.0,1.0,1.2,Gimnasia Mendoza vs Defensa y Justicia,Argentina Liga Profesional,Argentina,
193192176,2026-05-04,19:00,False,2.1,0.0,1.0,1.1,Vila Nova vs Athletic Club MG,Brazil Serie B,Brazil,
193830183,2026-05-04,19:00,False,2.0,0.0,1.0,1.0,Retro vs Sergipe,Brazil Serie D,Brazil,
193880712,2026-05-04,20:00,False,2.25,0.0,1.0,1.25,Figueirense vs Barra SC,Brazil Serie C,Brazil,
193880716,2026-05-04,20:00,False,2.5,0.0,1.0,1.5,Floresta vs Maranhao,Brazil Serie C,Brazil,
194003295,2026-05-04,20:00,False,1.9,0.0,1.0,0.9,Trem AP vs Imperatriz,Brazil Serie D,Brazil,
193113700,2026-05-05,08:00,False,2.1,0.0,1.0,1.1,Chippa United vs Sekhukhune United,South Africa Premier,South Africa,
194037922,2026-05-05,13:45,True,2.0,0.0,1.0,1.0,RKC vs Willem II,Netherlands Eerste Divisie,Netherlands,
193113703,2026-05-05,14:30,False,2.62,0.0,1.0,1.62,Magesi FC vs Orbit College,South Africa Premier,South Africa,
193113715,2026-05-05,14:30,False,2.5,0.0,1.0,1.5,Stellenbosch FC vs Orlando Pirates,South Africa Premier,South Africa,
