DATA;Time;BTTS;IN LIVE?;Odd J;Odd M;Juice;EV;Stake;Lucro Max;Profit;Jogo;Liga;Região;Match ID;%_ProbMod;OBS;ROI;DATA_DISPLAY;Prob_BTTS;Fair_Odd_BTTS
2026-05-02;11:30;Sim;;2,01;1,95;0,00%;-2,99%;1,0;0,95;0,95;FC Arouca vs Santa Clara;Portugal Primeira Liga;Portugal;192943796,0;49,75%;;95,0;02/05/2026;0,4335144671206738;2,306722771950462
2026-05-02;12:00;Sim;;2,01;2,05;0,00%;1,99%;1,0;1,05;-1,0;Grazer AK vs WSG Swarovski Tirol;Austria Bundesliga;Austria;193189523,0;49,75%;;-100,0;02/05/2026;0,4579603339797926;2,1835904601590768
2026-05-02;12:00;Sim;;2,11;2,1;0,00%;-0,47%;1,0;1,10;-1,0;Orijent vs NK Croatia Zmijavci;Croatia 1.NL;Croatia;193775496,0;47,39%;;-100,0;02/05/2026;0,3899721355467924;2,5642791998937864
2026-05-02;12:00;Sim;;2,11;2,1;0,00%;-0,47%;1,0;1,10;-1,0;Orijent vs NK Croatia Zmijavci;Croatia 1.NL;Croatia;193775496,0;47,39%;;-100,0;02/05/2026;0,3899721355467924;2,5642791998937864
2026-05-02;12:00;Sim;;1,9;1,8;0,00%;-5,26%;1,0;0,80;0,8;GIF Sundsvall vs IK Oddevold;Sweden Superettan;Sweden;192947584,0;52,63%;;80,0;02/05/2026;0,4873753509658661;2,0518024684994125
2026-05-02;12:00;Sim;;2,04;2,1;0,00%;2,94%;1,0;1,10;-1,0;Karpaty Lviv vs LNZ Cherkasy;Ukraine Vyscha Liga;Ukraine;193758226,0;49,02%;;-100,0;02/05/2026;0,409338600060657;2,442959341954253
2026-05-02;13:30;Sim;;1,82;1,8;0,00%;-1,10%;1,0;0,80;0,8;Audax Italiano vs Union La Calera;Chile Copa de la Liga;Chile;193826426,0;54,95%;;80,0;02/05/2026;0,4841669065917274;2,0653991856656577
2026-05-02;13:30;Sim;;1,79;1,8;0,00%;0,56%;1,0;0,80;-1,0;Betis Deportivo vs Antequera;Spain Primera Division RFEF Group 2;Spain;193109785,0;55,87%;;-100,0;02/05/2026;0,504226457922155;1,9832319408404464
2026-05-02;15:00;Sim;;1,97;2,0;0,00%;1,52%;1,0;1,00;-1,0;America RJ vs Pouso Alegre;Brazil Serie D;Brazil;193773184,0;50,76%;;-100,0;02/05/2026;0,4305155823832125;2,322790900327917
2026-05-02;15:30;Sim;;2,53;2,62;0,00%;3,56%;1,0;1,62;1,62;CA Estudiantes Caseros vs CA San Telmo;Argentina Nacional B;Argentina;193186971,0;39,53%;;162,0;02/05/2026;0,2795247708664468;3,5774876745721778
2026-05-02;15:30;Sim;;2,54;2,62;0,00%;3,15%;1,0;1,62;-1,0;Deportivo Camioneros vs CSD Flandria;Argentina Primera B Metropolitana;Argentina;193773078,0;39,37%;;-100,0;02/05/2026;0,324860147227495;3,0782382212660115
2026-05-02;15:30;Sim;;2,18;2,5;0,00%;14,68%;1,0;1,50;1,5;Real Pilar vs Argentino Merlo;Argentina Primera B Metropolitana;Argentina;193814955,0;45,87%;;150,0;02/05/2026;0,3373148784191135;2,964580276169224
2026-05-02;15:30;Sim;;2,19;2,75;0,00%;25,57%;1,0;1,75;-1,0;Sportivo Italiano vs Deportivo Armenio;Argentina Primera B Metropolitana;Argentina;193814951,0;45,66%;;-100,0;02/05/2026;0,3682129212228185;2,715812581661916
2026-05-02;15:30;Sim;;2,6;2,75;0,00%;5,77%;1,0;1,75;-1,0;Central Cordoba Rosario vs Fenix;Argentina Primera C Metropolitana;Argentina;193820535,0;38,46%;;-100,0;02/05/2026;0,3001611748170107;3,3315323644947425
2026-05-02;15:30;Sim;;2,15;2,25;0,00%;4,65%;1,0;1,25;-1,0;Deportivo Paraguayo vs Defensores de Cambaceres;Argentina Primera C Metropolitana;Argentina;193820490,0;46,51%;;-100,0;02/05/2026;0,3648012589042453;2,7412110961255967
2026-05-02;15:30;Sim;;2,37;2,5;0,00%;5,49%;1,0;1,50;-1,0;Independiente Chivilcoy vs Sportivo Belgrano;Argentina Torneo A;Argentina;193828067,0;42,19%;;-100,0;02/05/2026;0,2768604329950929;3,6119151345204665
2026-05-02;16:00;Sim;;1,89;1,9;0,00%;0,53%;1,0;0,90;0,9;Botafogo vs Remo;Brazil Serie A;Brazil;193191377,0;52,91%;;90,0;02/05/2026;0,4509440181267651;2,217565245878579
2026-05-02;16:00;Sim;;2,05;2,1;0,00%;2,44%;1,0;1,10;-1,0;Agua Santa vs Portuguesa RJ;Brazil Serie D;Brazil;193773187,0;48,78%;;-100,0;02/05/2026;0,436698995057509;2,2899015601507164
2026-05-02;16:00;Sim;;2,64;2,62;0,00%;-0,76%;1,0;1,62;-1,0;CODM Meknes vs MAS Fes;Morocco GNF 1;Morocco;193830060,0;37,88%;;-100,0;02/05/2026;0,3629442498102678;2,755236500609271
2026-05-02;16:00;Sim;;1,85;1,83;0,00%;-1,08%;1,0;0,83;-1,0;Real Madrid Castilla vs Unionistas de Salamanca CF;Spain Primera Division RFEF Group 1;Spain;193108874,0;54,05%;;-100,0;02/05/2026;0,4809163552296246;2,079359351717569
2026-05-02;16:00;Sim;;1,9;1,91;0,00%;0,53%;1,0;0,91;0,91;Eibar vs Malaga;Spain Segunda;Spain;192946435,0;52,63%;;91,0;02/05/2026;0,4330449883014088;2,3092235628886133
2026-05-02;18:00;Sim;;2,12;2,5;0,00%;17,92%;1,0;1,50;-1,0;Brasil de Pelotas vs Marcilio Dias;Brazil Serie D;Brazil;193774287,0;47,17%;;-100,0;02/05/2026;0,3491019489124443;2,8644845399194896
2026-05-02;18:00;Sim;;2,11;2,1;0,00%;-0,47%;1,0;1,10;-1,0;Noroeste vs Marica;Brazil Serie D;Brazil;193774282,0;47,39%;;-100,0;02/05/2026;0,4020564867572902;2,487206513837832
2026-05-02;18:30;Sim;;2,13;2,2;0,00%;3,29%;1,0;1,20;1,2;Goiatuba vs Uniao Rondonopolis;Brazil Serie D;Brazil;193796720,0;46,95%;;120,0;02/05/2026;0,3629652212015093;2,755077309094353
2026-05-02;18:30;Sim;;2,02;2,0;0,00%;-0,99%;1,0;1,00;-1,0;Liverpool Montevideo vs Danubio;Uruguay Apertura;Uruguay;193332835,0;49,50%;;-100,0;02/05/2026;0,4352769592774243;2,297382577468505
2026-05-02;18:45;Sim;;2,03;2,2;0,00%;8,37%;1,0;1,20;1,2;San Lorenzo vs Independiente;Argentina Liga Profesional;Argentina;193067329,0;49,26%;;120,0;02/05/2026;0,3863359606753898;2,588414005876662
2026-05-02;19:00;Sim;;2,14;2,2;0,00%;2,80%;1,0;1,20;-1,0;Confianca vs Inter de Limeira;Brazil Serie C;Brazil;193772914,0;46,73%;;-100,0;02/05/2026;0,3748180984125968;2,6679536988246286
2026-05-02;19:30;Sim;;1,95;2,0;0,00%;2,56%;1,0;1,00;1,0;North Carolina Courage (W) vs Kansas City Current (W);USA NWSL Women;USA;193804191,0;51,28%;;100,0;02/05/2026;0,4408447469207156;2,268367126109183
2026-05-02;20:00;Sim;;2,19;2,25;0,00%;2,74%;1,0;1,25;-1,0;Deportivo Merlo vs Argentino Quilmes;Argentina Primera B Metropolitana;Argentina;193828985,0;45,66%;;-100,0;02/05/2026;0,3929394007706486;2,5449152035239053
2026-05-02;20:30;Sim;;2,23;2,2;0,00%;-1,35%;1,0;1,20;1,2;Fortaleza vs Goias;Brazil Serie B;Brazil;193192157,0;44,84%;;120,0;02/05/2026;0,3690679452371728;2,709520844018386
2026-05-03;01:00;Sim;;2,11;2,0;0,00%;-5,21%;1,0;1,00;-1,0;Matsumoto Y FC vs Ventforet Kofu;Japan J2/J3 Centennial League;Japan;193832305,0;47,39%;;-100,0;03/05/2026;0,4346072954706879;2,300922486803856
2026-05-03;01:00;Sim;;1,71;1,83;0,00%;7,02%;1,0;0,83;-1,0;Vanraure Hachinohe vs Thespa Gunma;Japan J2/J3 Centennial League;Japan;193200102,0;58,48%;;-100,0;03/05/2026;0,4968553057848116;2,0126543396092065
2026-05-03;02:00;Sim;;1,75;1,8;0,00%;2,86%;1,0;0,80;-1,0;Daegu FC vs Gyeongnam FC;South Korea K League 2;South Korea;193202390,0;57,14%;;-100,0;03/05/2026;0,5236333967439809;1,909729395582329
2026-05-03;02:00;Sim;;1,92;1,9;0,00%;-1,04%;1,0;0,90;0,9;Seoul E-Land FC vs Gimpo FC;South Korea K League 2;South Korea;193202396,0;52,08%;;90,0;03/05/2026;0,4512407512096169;2,216106992137495
2026-05-03;05:30;Sim;;1,78;1,83;0,00%;2,81%;1,0;0,83;-1,0;Austria Lustenau vs SW Bregenz;Austria 2. Liga;Austria;193189756,0;56,18%;;-100,0;03/05/2026;0,5133109716399561;1,948133017052276
2026-05-03;07:00;Sim;;1,74;1,8;0,00%;3,45%;1,0;0,80;0,8;Portimonense vs Chaves;Portugal Segunda Liga;Portugal;193755285,0;57,47%;;80,0;03/05/2026;0,4510252262557581;2,217165969042656
2026-05-03;07:30;Sim;;1,98;1,95;0,00%;-1,52%;1,0;0,95;-1,0;Bologna vs Cagliari;Italy Serie A;Italy;193004653,0;50,51%;;-100,0;03/05/2026;0,4492007775018692;2,226171066288442
2026-05-03;08:00;Sim;;1,95;1,9;0,00%;-2,56%;1,0;0,90;0,9;Ningbo Professional FC vs Changchun Yatai;China Division 1;China;193881649,0;51,28%;;90,0;03/05/2026;0,4377144458747535;2,2845892449638088
2026-05-03;09:00;Sim;;1,77;1,8;0,00%;1,69%;1,0;0,80;-1,0;Randers FC vs Vejle;Denmark Superligaen;Denmark;193194989,0;56,50%;;-100,0;03/05/2026;0,505713097051367;1,9774018676375291
2026-05-03;09:00;Sim;;1,89;1,9;0,00%;0,53%;1,0;0,90;-1,0;SGS Essen (W) vs Bayer Leverkusen (W);Germany Bundesliga Women;Germany;193880998,0;52,91%;;-100,0;03/05/2026;0,5751290227594165;1,7387372601452793
2026-05-03;09:45;Sim;;2,09;1,95;0,00%;-6,70%;1,0;0,95;-1,0;Zaglebie Lubin vs Cracovia Krakow;Poland Ekstraklasa;Poland;192785626,0;47,85%;;-100,0;03/05/2026;0,4104954871838679;2,436074439662827
2026-05-03;10:00;Sim;;2,12;2,1;0,00%;-0,94%;1,0;1,10;-1,0;Riga FC vs FK Liepaja;Latvia Virsliga;Latvia;193940431,0;47,17%;;-100,0;03/05/2026;0,5445978893989644;1,8362138070160767
2026-05-03;10:30;Sim;;1,86;1,8;0,00%;-3,23%;1,0;0,80;0,8;St Pauli vs Mainz;Germany Bundesliga I;Germany;192932650,0;53,76%;;80,0;03/05/2026;0,4792175402977966;2,086730616429361
2026-05-03;11:00;Sim;S;1,96;1,95;0,00%;-0,51%;1,0;0,95;-1,0;Antwerp vs Standard Liege;Belgium First Division A;Belgium;193190238,0;51,02%;;-100,0;03/05/2026;0,4426806526197908;2,2589596701873647
2026-05-03;11:00;Sim;S;1,98;2,1;0,00%;6,06%;1,0;1,10;-1,0;Apoel Nicosia vs AEK Larnaca;Cyprus Division 1;Cyprus;193383491,0;50,51%;;-100,0;03/05/2026;0,457577007508697;2,1854197177100856
2026-05-03;11:00;Sim;;1,84;2,0;0,00%;8,70%;1,0;1,00;-1,0;Merida vs Lugo;Spain Primera Division RFEF Group 1;Spain;193108892,0;54,35%;;-100,0;03/05/2026;0,40833927873528;2,448937937489833
2026-05-03;11:00;Sim;S;1,91;2,1;0,00%;9,95%;1,0;1,10;1,1;Assyriska Föreningen vs FC Järfälla;Sweden 1.div Norra;Sweden;193756207,0;52,36%;;110,00000000000001;03/05/2026;0,5272691094035835;1,8965611404203064
2026-05-03;13:00;Sim;;1,62;1,8;0,00%;11,11%;1,0;0,80;0,8;Apollon Limassol vs Pafos FC;Cyprus Division 1;Cyprus;193383504,0;61,73%;;80,0;03/05/2026;0,5029589623735019;1,98822982903238
2026-05-03;13:15;Sim;;2,14;2,2;0,00%;2,80%;1,0;1,20;1,2;Sabadell vs Real Murcia;Spain Primera Division RFEF Group 2;Spain;193109828,0;46,73%;;120,0;03/05/2026;0,3681324271436872;2,7164064066632205
2026-05-03;13:30;Sim;S;1,72;1,95;0,00%;13,37%;1,0;0,95;-1,0;Sparta Prague vs FK Jablonec;Czechia First League;Czech Republic;193886548,0;58,14%;;-100,0;03/05/2026;0,4806061647172632;2,080701399007006
2026-05-03;13:30;Sim;;1,75;1,95;0,00%;11,43%;1,0;0,95;-1,0;Real Betis vs Real Oviedo;Spain La Liga;Spain;192946798,0;57,14%;;-100,0;03/05/2026;0,45208407164241;2,211973061545769
2026-05-03;14:30;Sim;;1,82;2,2;0,00%;20,88%;1,0;1,20;-1,0;FK Napredak vs Radnicki Nis;Serbia Super Liga;Serbia;193701851,0;54,95%;;-100,0;03/05/2026;0,5051881676589953;1,979456536318696
2026-05-03;14:30;Sim;;2,14;2,37;0,00%;10,75%;1,0;1,37;1,37;Mladost Lucani vs Spartak Subotica;Serbia Super Liga;Serbia;193701846,0;46,73%;;137,0;03/05/2026;0,4582300593793321;2,1823051483120475
2026-05-03;15:00;Sim;;2,5;2,5;0,00%;0,00%;1,0;1,50;-1,0;CA Colegiales vs San Martin SJ;Argentina Nacional B;Argentina;193187085,0;40,00%;;-100,0;03/05/2026;0,2940696747893165;3,4005430861694665
2026-05-03;15:00;Sim;;2,36;2,5;0,00%;5,93%;1,0;1,50;-1,0;Club Atletico Mitre vs Acassuso;Argentina Nacional B;Argentina;193187005,0;42,37%;;-100,0;03/05/2026;0,3025140743811045;3,30562039609376
2026-05-03;15:03;Sim;;2,1;2,37;0,00%;12,86%;1,0;1,37;1,37;Escobar FC vs Defensores de Belgrano VR;Argentina Torneo A;Argentina;193880548,0;47,62%;;137,0;03/05/2026;0,3456636522454788;2,8929773221065007
2026-05-03;15:15;Sim;;1,89;1,9;0,00%;0,53%;1,0;0,90;0,9;Juan Pablo II College vs Universitario de Deportes;Peru Liga 1;Peru;192943517,0;52,91%;;90,0;03/05/2026;0,4834513268047285;2,068456276980358
2026-05-03;15:30;Sim;;2,36;2,62;0,00%;11,02%;1,0;1,62;-1,0;Almirante Brown vs CA Chaco For Ever;Argentina Nacional B;Argentina;193186898,0;42,37%;;-100,0;03/05/2026;0,2978946697670624;3,3568799465327697
2026-05-03;15:30;Sim;;2,12;2,2;0,00%;3,77%;1,0;1,20;-1,0;Berazategui vs CA Lugano;Argentina Primera C Metropolitana;Argentina;193820558,0;47,17%;;-100,0;03/05/2026;0,3623293479218258;2,7599123444546634
2026-05-03;15:30;Sim;;1,91;2,2;0,00%;15,18%;1,0;1,20;1,2;Puerto Nuevo vs Club Leandro N. Alem;Argentina Primera C Metropolitana;Argentina;193820497,0;52,36%;;120,0;03/05/2026;0,3948841406342761;2,532381943756533
2026-05-03;15:30;Sim;;2,28;2,37;0,00%;3,95%;1,0;1,37;1,37;Azuriz vs Sao Jose RS;Brazil Serie D;Brazil;193830308,0;43,86%;;137,0;03/05/2026;0,3144817257064493;3,179824894208784
2026-05-03;16:00;Sim;;2,34;2,37;0,00%;1,28%;1,0;1,37;-1,0;Belgrano vs Sarmiento;Argentina Liga Profesional;Argentina;193067285,0;42,74%;;-100,0;03/05/2026;0,3230739700171019;3,0952568066386115
2026-05-03;16:00;Sim;;2,2;2,37;0,00%;7,73%;1,0;1,37;-1,0;Racing Club vs Huracan;Argentina Liga Profesional;Argentina;193067322,0;45,45%;;-100,0;03/05/2026;0,3933281729660374;2,542399772839496
2026-05-03;16:00;Sim;;2,11;2,2;0,00%;4,27%;1,0;1,20;1,2;Atletico Alagoinhas vs ASA;Brazil Serie D;Brazil;193830277,0;47,39%;;120,0;03/05/2026;0,4005774259866678;2,4963900577942817
2026-05-03;16:00;Sim;;2,04;2,1;0,00%;2,94%;1,0;1,10;1,1;Brasiliense vs Aparecidense;Brazil Serie D;Brazil;193830318,0;49,02%;;110,00000000000001;03/05/2026;0,389346366516767;2,56840057490651
2026-05-03;16:30;Sim;;2,44;2,62;0,00%;7,38%;1,0;1,62;1,62;Ferrocarril Midland vs CA Guemes;Argentina Nacional B;Argentina;193187319,0;40,98%;;162,0;03/05/2026;0,3012585584113226;3,319396752997484
2026-05-03;16:30;Sim;;2,45;2,62;0,00%;6,94%;1,0;1,62;1,62;Godoy Cruz vs CD Moron;Argentina Nacional B;Argentina;193187228,0;40,82%;;162,0;03/05/2026;0,3052075166010342;3,2764485445443547
2026-05-03;16:30;Sim;;2,15;2,5;0,00%;16,28%;1,0;1,50;1,5;CA Sarmiento de la Banda vs Defensores Puerto Vilelas;Argentina Torneo A;Argentina;193926450,0;46,51%;;150,0;03/05/2026;0,3316389123561008;3,0153186113685937
2026-05-03;17:00;Sim;;2,32;2,5;0,00%;7,76%;1,0;1,50;-1,0;Juventud Antoniana vs San Martin Formosa;Argentina Torneo A;Argentina;193880577,0;43,10%;;-100,0;03/05/2026;0,2797862854712107;3,5741438297162977
2026-05-03;17:00;Sim;;2,02;2,2;0,00%;8,91%;1,0;1,20;-1,0;Ferroviaria vs Anapolis;Brazil Serie C;Brazil;193830251,0;49,50%;;-100,0;03/05/2026;0,4349020539404254;2,2993630211136287
2026-05-03;17:00;Sim;;1,86;2,37;0,00%;27,42%;1,0;1,37;-1,0;Nacional AM vs Sao Raimundo RR;Brazil Serie D;Brazil;193830158,0;53,76%;;-100,0;03/05/2026;0,3936236839840919;2,5404910837360357
2026-05-03;17:00;Sim;;2,2;2,25;0,00%;2,27%;1,0;1,25;-1,0;Sampaio Correa vs Maracanã;Brazil Serie D;Brazil;193830186,0;45,45%;;-100,0;03/05/2026;0,3208641524304791;3,116574026270014
2026-05-03;18:00;Sim;;2,1;2,1;0,00%;0,00%;1,0;1,10;-1,0;Gotham FC (W) vs Racing Louisville FC (W);USA NWSL Women;USA;193914368,0;47,62%;;-100,0;03/05/2026;0,4394287889014684;2,275676399863338
2026-05-03;19:00;Sim;;1,86;2,1;0,00%;12,90%;1,0;1,10;1,1;Paysandu vs Botafogo PB;Brazil Serie C;Brazil;193830261,0;53,76%;;110,00000000000001;03/05/2026;0,4494404060138823;2,224984139465584
2026-05-03;19:00;Sim;;1,91;2,0;0,00%;4,71%;1,0;1,00;1,0;Municipal Liberia vs Deportivo Saprissa;Costa Rica Primera Division;Costa Rica;193881374,0;52,36%;;100,0;03/05/2026;0,5024494920922247;1,9902458366315028
2026-05-03;21:00;Sim;;1,88;2,0;0,00%;6,38%;1,0;1,00;1,0;Deportes Limache vs O'Higgins;Chile Copa de la Liga;Chile;193982431,0;53,19%;;100,0;03/05/2026;0,4871671670347341;2,052679275180765
2026-05-04;10:45;Sim;S;1,81;2,25;0,00%;24,31%;1,0;1,25;1,25;NK Dugopolje vs HNK Cibalia;Croatia 1.NL;Croatia;193995646,0;55,25%;;125,0;04/05/2026;0,4627518592649983;2,1609807048806235
2026-05-04;13:00;Sim;;2,03;2,0;0,00%;-1,48%;1,0;1,00;1,0;Shamrock Rovers vs Drogheda United;Republic of Ireland Premier Division;Ireland;193201014,0;49,26%;;100,0;04/05/2026;0,41978512844719;2,382165422423676
2026-05-04;13:20;Sim;;2,02;2,0;0,00%;-0,99%;1,0;1,00;-1,0;Al Shabab Seeb vs Al Rustaq;Oman League;Oman;194002620,0;49,50%;;-100,0;04/05/2026;0,5121147425915336;1,952683576840569
2026-05-04;14:00;Sim;;2,11;2,1;0,00%;-0,47%;1,0;1,10;1,1;Wadi Degla vs Kahraba Ismailia;Egypt Division 1;Egypt;193995745,0;47,39%;;110,00000000000001;04/05/2026;0,3971172771532467;2,518141464473828
2026-05-04;15:00;Sim;;2,13;2,2;0,00%;3,29%;1,0;1,20;-1,0;Ypiranga RS vs Ituano;Brazil Serie C;Brazil;193880720,0;46,95%;;-100,0;04/05/2026;0,4324790976694412;2,3122451307905805
2026-05-04;15:00;Sim;;2,15;2,2;0,00%;2,33%;1,0;1,20;1,2;US Yacoub El Mansour vs RSB Berkane;Morocco GNF 1;Morocco;194001923,0;46,51%;;120,0;04/05/2026;0,3944000478974721;2,5354902207561034
2026-05-04;15:45;Sim;;1,88;1,95;0,00%;3,72%;1,0;0,95;-1,0;Roma vs Fiorentina;Italy Serie A;Italy;193004648,0;53,19%;;-100,0;04/05/2026;0,4429808110605732;2,257429029886873
2026-05-04;17:00;Sim;;2,13;2,2;0,00%;3,29%;1,0;1,20;1,2;Gimnasia Mendoza vs Defensa y Justicia;Argentina Liga Profesional;Argentina;193067316,0;46,95%;;120,0;04/05/2026;0,4188614526556937;2,3874185753813637
2026-05-04;19:00;Sim;;2,01;2,1;0,00%;4,48%;1,0;1,10;1,1;Vila Nova vs Athletic Club MG;Brazil Serie B;Brazil;193192176,0;49,75%;;110,00000000000001;04/05/2026;0,4301370735623988;2,3248348878256957
2026-05-04;19:00;Sim;;1,93;2,0;0,00%;3,63%;1,0;1,00;1,0;Retro vs Sergipe;Brazil Serie D;Brazil;193830183,0;51,81%;;100,0;04/05/2026;0,4621133730419712;2,163966451459357
2026-05-04;20:00;Sim;;2,14;2,25;0,00%;5,14%;1,0;1,25;-1,0;Figueirense vs Barra SC;Brazil Serie C;Brazil;193880712,0;46,73%;;-100,0;04/05/2026;0,409099239274071;2,44438869499185
2026-05-04;20:00;Sim;;2,33;2,5;0,00%;7,30%;1,0;1,50;1,5;Floresta vs Maranhao;Brazil Serie C;Brazil;193880716,0;42,92%;;150,0;04/05/2026;0,3496471404283557;2,8600180706663987
2026-05-04;20:00;Sim;;1,83;1,9;0,00%;3,83%;1,0;0,90;0,9;Trem AP vs Imperatriz;Brazil Serie D;Brazil;194003295,0;54,64%;;90,0;04/05/2026;0,4262060240478829;2,346277615283162
2026-05-05;08:00;Sim;;2,05;2,1;0,00%;2,44%;1,0;1,10;1,1;Chippa United vs Sekhukhune United;South Africa Premier;South Africa;193113700,0;48,78%;;110,00000000000001;05/05/2026;;
2026-05-05;13:45;Sim;S;1,74;2,0;0,00%;14,94%;1,0;1,00;-1,0;RKC vs Willem II;Netherlands Eerste Divisie;Netherlands;194037922,0;57,47%;;-100,0;05/05/2026;0,5301939328643968;1,8860987497512751
2026-05-05;14:30;Sim;;2,12;2,62;0,00%;23,58%;1,0;1,62;1,62;Magesi FC vs Orbit College;South Africa Premier;South Africa;193113703,0;47,17%;;162,0;05/05/2026;0,3606412258281472;2,7728311561511902
2026-05-05;14:30;Sim;;2,12;2,5;0,00%;17,92%;1,0;1,50;-1,0;Stellenbosch FC vs Orlando Pirates;South Africa Premier;South Africa;193113715,0;47,17%;;-100,0;05/05/2026;0,4102098787224332;2,437770551367177
2026-05-05;23:00;Sim;;2,32;2,37;0,00%;2,16%;1,0;1,37;-1,0;Deportivo Cuenca vs San Lorenzo;Copa Sudamericana;International (South America);193838023,0;43,10%;;-100,0;05/05/2026;0,3607501904518865;2,7719936246014147
2026-05-06;14:30;Sim;;2,33;2,37;0,00%;1,72%;1,0;1,37;1,37;Mamelodi Sundowns vs Kaizer Chiefs;South Africa Premier;South Africa;193113721,0;42,92%;;137,0;06/05/2026;0,3283966229265084;3,0450890328880016
2026-05-06;19:00;Sim;;1,97;2,1;0,00%;6,60%;1,0;1,10;-1,0;ABC vs Juazeirense;Brazil Copa Nordeste;Brazil;194092852,0;50,76%;;-100,0;06/05/2026;0,3828610611503719;2,611906745200441
2026-05-06;19:00;Sim;;1,65;2,2;0,00%;33,33%;1,0;1,20;1,2;Aguia de Maraba vs Paysandu;Brazil Copa Norte;Brazil;194087213,0;60,61%;;120,0;06/05/2026;0,4315484087596002;2,3172317692991253
2026-05-06;21:00;Sim;;1,86;2,1;0,00%;12,90%;1,0;1,10;1,1;Nacional AM vs Porto Velho;Brazil Copa Norte;Brazil;194131167,0;53,76%;;110,00000000000001;06/05/2026;0,3797960236276371;2,632985352145429
2026-05-06;21:30;Sim;;2,06;2,1;0,00%;1,94%;1,0;1,10;-1,0;Sport Recife vs ASA;Brazil Copa Nordeste;Brazil;194129877,0;48,54%;;-100,0;06/05/2026;0,3822847283055745;2,615844448162775
2026-05-06;21:30;Sim;;1,89;2,0;0,00%;5,82%;1,0;1,00;-1,0;Avai vs Sampaio Correa RJ;Brazil Copa Sul-Sudeste;Brazil;194131674,0;52,91%;;-100,0;06/05/2026;0,4684620702781409;2,134639982200239
2026-05-06;21:30;Sim;;2,02;2,1;0,00%;3,96%;1,0;1,10;1,1;Sao Bernardo vs Caxias;Brazil Copa Sul-Sudeste;Brazil;194131660,0;49,50%;;110,00000000000001;06/05/2026;0,3581961060133213;2,791759015391962
2026-05-06;21:30;Sim;;1,97;2,0;0,00%;1,52%;1,0;1,00;1,0;Volta Redonda vs Novorizontino;Brazil Copa Sul-Sudeste;Brazil;194152186,0;50,76%;;100,0;06/05/2026;0,420295919165091;2,379270354839798
2026-05-06;23:00;Sim;;1,87;2,0;0,00%;6,95%;1,0;1,00;-1,0;Deportes Tolima vs Nacional De Football;Copa Libertadores;International (South America);193719235,0;53,48%;;-100,0;06/05/2026;0,4251775684960288;2,351952977162677
2026-05-07;11:00;Sim;S;2,15;2,75;0,00%;27,91%;1,0;1,75;-1,0;Talaea El Geish vs Ghazl El Mahallah;Egypt Division 1;Egypt;194100801,0;46,51%;;-100,0;07/05/2026;0,294299909835168;3,397882801517942
2026-05-07;13:00;Sim;;2,23;2,5;0,00%;12,11%;1,0;1,50;1,5;Difaa El Jadida vs HUSA Agadir;Morocco GNF 1;Morocco;194110296,0;44,84%;;150,0;07/05/2026;0,371524379693971;2,691606158437169
2026-05-07;14:00;Sim;;1,94;2,25;0,00%;15,98%;1,0;1,25;-1,0;FK Auda vs SC Grobinas;Latvia Virsliga;Latvia;194107518,0;51,55%;;-100,0;07/05/2026;0,4430223450020362;2,257217393352948
2026-05-07;17:00;Sim;;2,13;2,37;0,00%;11,27%;1,0;1,37;1,37;FAR Rabat vs OC Safi;Morocco GNF 1;Morocco;194110298,0;46,95%;;137,0;07/05/2026;0,3554007645218537;2,8137170375205325
2026-05-07;21:30;Sim;;2,08;2,2;0,00%;5,77%;1,0;1,20;1,2;Carabobo vs River Plate;Copa Sudamericana;International (South America);193720900,0;48,08%;;120,0;07/05/2026;0,3615354245604905;2,7659730308382384
2026-05-07;22:00;Sim;;2,27;2,75;0,00%;21,15%;1,0;1,75;-1,0;Atletico Bucaramanga vs CD Real Santander;Colombia Cup;Colombia;194162129,0;44,05%;;-100,0;07/05/2026;0,3407404284476577;2,9347766855230315
2026-05-07;23:00;Sim;;1,86;2,05;0,00%;10,22%;1,0;1,05;-1,0;Junior vs Cerro Porteno;Copa Libertadores;International (South America);193719263,0;53,76%;;-100,0;07/05/2026;0,4108891134417367;2,433740718713588
2026-05-08;10:51;Sim;S;1,86;1,9;0,00%;2,15%;1,0;0,90;-1,0;Sur SC vs Al Shabab Seeb;Oman League;Oman;194160717,0;53,76%;;-100,0;08/05/2026;0,5000700173886667;1,9997159707873589
2026-05-08;11:00;Sim;;2,64;3,0;0,00%;13,64%;1,0;2,00;-1,0;Al Moqawloon Al Arab vs El Gounah;Egypt Division 1;Egypt;194151714,0;37,88%;;-100,0;08/05/2026;0,3094243199807361;3,2317975790160194
2026-05-08;12:00;Sim;;2,03;2,2;0,00%;8,37%;1,0;1,20;-1,0;Olympique Akbou vs CR Belouizdad;Algeria Division 1;Algeria;194110633,0;49,26%;;-100,0;08/05/2026;0,3887011537518042;2,5726639030627143
2026-05-08;14:00;Sim;;1,74;1,8;0,00%;3,45%;1,0;0,80;-1,0;Elfsborg vs Brommapojkarna;Sweden Allsvenskan;Sweden;193320595,0;57,47%;;-100,0;08/05/2026;0,5019024896472893;1,99241491766225
