Match ID,liga_original,liga_nova
160920401,Swiss Cup,Switzerland Cup
160920406,Swiss Cup,Switzerland Cup
161278714,Romania Liga 2,Romania Liga II
161278727,Romania Liga 2,Romania Liga II
161278729,Romania Liga 2,Romania Liga II
161278731,Romania Liga 2,Romania Liga II
161278735,Romania Liga 2,Romania Liga II
161278739,Romania Liga 2,Romania Liga II
161278741,Romania Liga 2,Romania Liga II
161276835,nan,England League 1
161276841,nan,England League 1
160920411,Swiss Cup,Switzerland Cup
161276846,nan,England League 1
161276849,nan,England League 1
161276851,nan,England League 1
161276853,nan,England League 1
161276855,nan,England League 1
161276857,nan,England League 1
161276859,nan,England League 1
161276861,nan,England League 1
161276863,nan,England League 1
160920413,Swiss Cup,Switzerland Cup
160920416,Swiss Cup,Switzerland Cup
160920418,Swiss Cup,Switzerland Cup
161722871,Guatemala Liga Nacional,Guatemala Primera Division
161285633,Guatemala Liga Nacional,Guatemala Primera Division
161690007,Guatemala Liga Nacional,Guatemala Primera Division
161285635,Guatemala Liga Nacional,Guatemala Primera Division
483163,England Premier League,
161278720,Romania Liga 2,Romania Liga II
161723075,Scotland Women Premier League,Scotland Premier League Women
161723081,Scotland Women Premier League,Scotland Premier League Women
160920423,Swiss Cup,Switzerland Cup
160920426,Swiss Cup,Switzerland Cup
160920430,Swiss Cup,Switzerland Cup
161723088,Scotland Women Premier League,Scotland Premier League Women
160920443,Swiss Cup,Switzerland Cup
161723094,Scotland Women Premier League,Scotland Premier League Women
161723100,Scotland Women Premier League,Scotland Premier League Women
161723102,Scotland Women Premier League,Scotland Premier League Women
161690009,Guatemala Liga Nacional,Guatemala Primera Division
161690011,Guatemala Liga Nacional,Guatemala Primera Division
161285637,Guatemala Liga Nacional,Guatemala Primera Division
161690013,Guatemala Liga Nacional,Guatemala Primera Division
161285639,Guatemala Liga Nacional,Guatemala Primera Division
161726564,Romania Liga 2,Romania Liga II
161276865,nan,England League 1
161826873,Romania Liga 2,Romania Liga II
161278743,Romania Liga 2,Romania Liga II
161961415,Spanish Copa de Catalunya Women,Spain Copa de Catalunya Women
161689938,Guatemala Liga Nacional,Guatemala Primera Division
161961421,Spanish Copa de Catalunya Women,Spain Copa de Catalunya Women
161689945,Guatemala Liga Nacional,Guatemala Primera Division
162031412,Guatemala Liga Nacional,Guatemala Primera Division
162005468,Romania Liga 2,Romania Liga II
162022253,Scotland Women Premier League,Scotland Premier League Women
162005473,Romania Liga 2,Romania Liga II
161647597,Estonia Women’s Meistriliiga,Estonia Meistriliiga Women
161689950,Guatemala Liga Nacional,Guatemala Primera Division
162005483,Romania Liga 2,Romania Liga II
162005492,Romania Liga 2,Romania Liga II
162005497,Romania Liga 2,Romania Liga II
162005500,Romania Liga 2,Romania Liga II
162005502,Romania Liga 2,Romania Liga II
162005504,Romania Liga 2,Romania Liga II
162005507,Romania Liga 2,Romania Liga II
161647600,Estonia Women’s Meistriliiga,Estonia Meistriliiga Women
161647602,Estonia Women’s Meistriliiga,Estonia Meistriliiga Women
161647606,Estonia Women’s Meistriliiga,Estonia Meistriliiga Women
161635901,nan,England League 1
161635904,nan,England League 1
161635906,nan,England League 1
161635909,nan,England League 1
161635911,nan,England League 1
161635914,nan,England League 1
161635916,nan,England League 1
161635920,nan,England League 1
161635927,nan,England League 1
161635934,nan,England League 1
161635940,nan,England League 1
161635948,nan,England League 1
651094,Guatemala Liga Nacional,Guatemala Primera Division
161690029,Guatemala Liga Nacional,Guatemala Primera Division
161689962,Guatemala Liga Nacional,Guatemala Primera Division
161689974,Guatemala Liga Nacional,Guatemala Primera Division
161690037,Guatemala Liga Nacional,Guatemala Primera Division
161690046,Guatemala Liga Nacional,Guatemala Primera Division
161690044,Guatemala Liga Nacional,Guatemala Primera Division
161689986,Guatemala Liga Nacional,Guatemala Primera Division
162144964,Scotland Women Premier League,Scotland Premier League Women
162144978,Scotland Women Premier League,Scotland Premier League Women
162144971,Scotland Women Premier League,Scotland Premier League Women
162144973,Scotland Women Premier League,Scotland Premier League Women
162144955,Scotland Women Premier League,Scotland Premier League Women
161689994,Guatemala Liga Nacional,Guatemala Primera Division
161690048,Guatemala Liga Nacional,Guatemala Primera Division
161690050,Guatemala Liga Nacional,Guatemala Primera Division
161690053,Guatemala Liga Nacional,Guatemala Primera Division
161690057,Guatemala Liga Nacional,Guatemala Primera Division
162005509,Romania Liga 2,Romania Liga II
161689999,Guatemala Liga Nacional,Guatemala Primera Division
162005511,Romania Liga 2,Romania Liga II
161635953,nan,England League 1
162237629,nan,England League 1
162237638,nan,England League 1
162005513,Romania Liga 2,Romania Liga II
162011922,Guatemala Liga Nacional,Guatemala Primera Division
162011911,Guatemala Liga Nacional,Guatemala Primera Division
162011913,Guatemala Liga Nacional,Guatemala Primera Division
162011935,Guatemala Liga Nacional,Guatemala Primera Division
162011944,Guatemala Liga Nacional,Guatemala Primera Division
162011946,Guatemala Liga Nacional,Guatemala Primera Division
162011949,Guatemala Liga Nacional,Guatemala Primera Division
162374167,Romania Liga 2,Romania Liga II
162374170,Romania Liga 2,Romania Liga II
162374174,Romania Liga 2,Romania Liga II
162374176,Romania Liga 2,Romania Liga II
162374179,Romania Liga 2,Romania Liga II
162374181,Romania Liga 2,Romania Liga II
162374184,Romania Liga 2,Romania Liga II
162374186,Romania Liga 2,Romania Liga II
162374190,Romania Liga 2,Romania Liga II
162008695,Estonia Women’s Meistriliiga,Estonia Meistriliiga Women
162002212,nan,England League 1
162002214,nan,England League 1
162002219,nan,England League 1
162002225,nan,England League 1
162002235,nan,England League 1
162002243,nan,England League 1
162002247,nan,England League 1
162002251,nan,England League 1
162002254,nan,England League 1
162002257,nan,England League 1
162002259,nan,England League 1
162011951,Guatemala Liga Nacional,Guatemala Primera Division
162002262,nan,England League 1
162011896,Guatemala Liga Nacional,Guatemala Primera Division
162011955,Guatemala Liga Nacional,Guatemala Primera Division
162011898,Guatemala Liga Nacional,Guatemala Primera Division
162011957,Guatemala Liga Nacional,Guatemala Primera Division
162374193,Romania Liga 2,Romania Liga II
162008697,Estonia Women’s Meistriliiga,Estonia Meistriliiga Women
162011959,Guatemala Liga Nacional,Guatemala Primera Division
162011961,Guatemala Liga Nacional,Guatemala Primera Division
162011969,Guatemala Liga Nacional,Guatemala Primera Division
162011903,Guatemala Liga Nacional,Guatemala Primera Division
162011973,Guatemala Liga Nacional,Guatemala Primera Division
162011905,Guatemala Liga Nacional,Guatemala Primera Division
162011907,Guatemala Liga Nacional,Guatemala Primera Division
162374195,Romania Liga 2,Romania Liga II
162002264,nan,England League 1
162002267,nan,England League 1
162002269,nan,England League 1
162002272,nan,England League 1
162002274,nan,England League 1
162002278,nan,England League 1
162002282,nan,England League 1
162002285,nan,England League 1
162002291,nan,England League 1
162002299,nan,England League 1
162002308,nan,England League 1
162002311,nan,England League 1
162768819,Scotland Women Premier League,Scotland Premier League Women
162432459,Guatemala Liga Nacional,Guatemala Primera Division
162536539,Romania Liga 2,Romania Liga II
162536541,Romania Liga 2,Romania Liga II
162536545,Romania Liga 2,Romania Liga II
162536549,Romania Liga 2,Romania Liga II
162536553,Romania Liga 2,Romania Liga II
162536562,Romania Liga 2,Romania Liga II
162536578,Romania Liga 2,Romania Liga II
162536581,Romania Liga 2,Romania Liga II
162376503,Estonia Women’s Meistriliiga,Estonia Meistriliiga Women
162368940,nan,England League 1
162368947,nan,England League 1
162368957,nan,England League 1
162368960,nan,England League 1
162368963,nan,England League 1
162368965,nan,England League 1
162368967,nan,England League 1
162368969,nan,England League 1
162368981,nan,England League 1
162368983,nan,England League 1
162368985,nan,England League 1
162368999,nan,England League 1
162376508,Estonia Women’s Meistriliiga,Estonia Meistriliiga Women
162432462,Guatemala Liga Nacional,Guatemala Primera Division
162432464,Guatemala Liga Nacional,Guatemala Primera Division
162432490,Guatemala Liga Nacional,Guatemala Primera Division
162432498,Guatemala Liga Nacional,Guatemala Primera Division
162432467,Guatemala Liga Nacional,Guatemala Primera Division
162783120,Scotland Women Premier League,Scotland Premier League Women
162783114,Scotland Women Premier League,Scotland Premier League Women
162376516,Estonia Women’s Meistriliiga,Estonia Meistriliiga Women
162432506,Guatemala Liga Nacional,Guatemala Primera Division
162432509,Guatemala Liga Nacional,Guatemala Primera Division
162863234,Guatemala Liga Nacional,Guatemala Primera Division
162432469,Guatemala Liga Nacional,Guatemala Primera Division
162432511,Guatemala Liga Nacional,Guatemala Primera Division
162432472,Guatemala Liga Nacional,Guatemala Primera Division
162536535,Romania Liga 2,Romania Liga II
162536537,Romania Liga 2,Romania Liga II
781366,England Premier League,
162747337,Guatemala Liga Nacional,Guatemala Primera Division
162535755,nan,England League 1
162535762,nan,England League 1
163140549,Scotland Women Premier League,Scotland Premier League Women
162747340,Guatemala Liga Nacional,Guatemala Primera Division
162747297,Guatemala Liga Nacional,Guatemala Primera Division
162747306,Guatemala Liga Nacional,Guatemala Primera Division
162747350,Guatemala Liga Nacional,Guatemala Primera Division
162747309,Guatemala Liga Nacional,Guatemala Primera Division
162747357,Guatemala Liga Nacional,Guatemala Primera Division
163210703,Scotland Women Premier League,Scotland Premier League Women
163210705,Scotland Women Premier League,Scotland Premier League Women
163210709,Scotland Women Premier League,Scotland Premier League Women
163210713,Scotland Women Premier League,Scotland Premier League Women
163210717,Scotland Women Premier League,Scotland Premier League Women
162747366,Guatemala Liga Nacional,Guatemala Primera Division
162747373,Guatemala Liga Nacional,Guatemala Primera Division
162747375,Guatemala Liga Nacional,Guatemala Primera Division
162747378,Guatemala Liga Nacional,Guatemala Primera Division
162747313,Guatemala Liga Nacional,Guatemala Primera Division
162747315,Guatemala Liga Nacional,Guatemala Primera Division
162747380,Guatemala Liga Nacional,Guatemala Primera Division
163423535,Spanish Copa de Catalunya Women,Spain Copa de Catalunya Women
163423538,Spanish Copa de Catalunya Women,Spain Copa de Catalunya Women
163423542,Spanish Copa de Catalunya Women,Spain Copa de Catalunya Women
163423547,Spanish Copa de Catalunya Women,Spain Copa de Catalunya Women
162747382,Guatemala Liga Nacional,Guatemala Primera Division
162747384,Guatemala Liga Nacional,Guatemala Primera Division
162747393,Guatemala Liga Nacional,Guatemala Primera Division
162747398,Guatemala Liga Nacional,Guatemala Primera Division
162747402,Guatemala Liga Nacional,Guatemala Primera Division
163107472,Romania Liga 2,Romania Liga II
163105162,nan,England League 1
163107514,Romania Liga 2,Romania Liga II
163566477,Estonia Women’s Meistriliiga,Estonia Meistriliiga Women
163597139,Estonia Women’s Meistriliiga,Estonia Meistriliiga Women
162747318,Guatemala Liga Nacional,Guatemala Primera Division
163107474,Romania Liga 2,Romania Liga II
163107478,Romania Liga 2,Romania Liga II
163107481,Romania Liga 2,Romania Liga II
163107485,Romania Liga 2,Romania Liga II
163107488,Romania Liga 2,Romania Liga II
163566480,Estonia Women’s Meistriliiga,Estonia Meistriliiga Women
163107491,Romania Liga 2,Romania Liga II
163105164,nan,England League 1
163105167,nan,England League 1
163105169,nan,England League 1
163105173,nan,England League 1
163105175,nan,England League 1
163105177,nan,England League 1
163105179,nan,England League 1
163105182,nan,England League 1
163105185,nan,England League 1
163105188,nan,England League 1
162747320,Guatemala Liga Nacional,Guatemala Primera Division
163113894,Guatemala Liga Nacional,Guatemala Primera Division
163113908,Guatemala Liga Nacional,Guatemala Primera Division
162747325,Guatemala Liga Nacional,Guatemala Primera Division
163107500,Romania Liga 2,Romania Liga II
163572031,Scotland Women Premier League,Scotland Premier League Women
163572033,Scotland Women Premier League,Scotland Premier League Women
163572036,Scotland Women Premier League,Scotland Premier League Women
163572038,Scotland Women Premier League,Scotland Premier League Women
163572046,Scotland Women Premier League,Scotland Premier League Women
163572040,Scotland Women Premier League,Scotland Premier League Women
163113901,Guatemala Liga Nacional,Guatemala Primera Division
162747328,Guatemala Liga Nacional,Guatemala Primera Division
163113903,Guatemala Liga Nacional,Guatemala Primera Division
163113906,Guatemala Liga Nacional,Guatemala Primera Division
163113913,Guatemala Liga Nacional,Guatemala Primera Division
162747330,Guatemala Liga Nacional,Guatemala Primera Division
163107507,Romania Liga 2,Romania Liga II
163105191,nan,England League 1
163105195,nan,England League 1
163105205,nan,England League 1
163105207,nan,England League 1
163105209,nan,England League 1
163105211,nan,England League 1
163105213,nan,England League 1
163105215,nan,England League 1
163105217,nan,England League 1
163105219,nan,England League 1
163105223,nan,England League 1
163801009,nan,England League 1
163796428,Guatemala Liga Nacional,Guatemala Primera Division
162747333,Guatemala Liga Nacional,Guatemala Primera Division
163818219,Romania Liga 2,Romania Liga II
163818223,Romania Liga 2,Romania Liga II
163818228,Romania Liga 2,Romania Liga II
163818234,Romania Liga 2,Romania Liga II
163818243,Romania Liga 2,Romania Liga II
163818254,Romania Liga 2,Romania Liga II
163818260,Romania Liga 2,Romania Liga II
163818266,Romania Liga 2,Romania Liga II
163818275,Romania Liga 2,Romania Liga II
163474779,nan,England League 1
163474783,nan,England League 1
163474786,nan,England League 1
163474788,nan,England League 1
163474791,nan,England League 1
163474794,nan,England League 1
163474796,nan,England League 1
163474799,nan,England League 1
163474801,nan,England League 1
163474804,nan,England League 1
163474807,nan,England League 1
163483192,Guatemala Liga Nacional,Guatemala Primera Division
163483198,Guatemala Liga Nacional,Guatemala Primera Division
163483209,Guatemala Liga Nacional,Guatemala Primera Division
163818280,Romania Liga 2,Romania Liga II
163483221,Guatemala Liga Nacional,Guatemala Primera Division
163483227,Guatemala Liga Nacional,Guatemala Primera Division
163483229,Guatemala Liga Nacional,Guatemala Primera Division
163483233,Guatemala Liga Nacional,Guatemala Primera Division
163483236,Guatemala Liga Nacional,Guatemala Primera Division
163483239,Guatemala Liga Nacional,Guatemala Primera Division
163483213,Guatemala Liga Nacional,Guatemala Primera Division
163483217,Guatemala Liga Nacional,Guatemala Primera Division
163474814,nan,England League 1
691565,England Premier League,
163474818,nan,England League 1
163474826,nan,England League 1
163474834,nan,England League 1
164235127,Guatemala Liga Nacional,Guatemala Primera Division
164249031,Guatemala Liga Nacional,Guatemala Primera Division
164265271,Guatemala Liga Nacional,Guatemala Primera Division
164216395,Romania Liga 2,Romania Liga II
164328036,Estonia Women’s Meistriliiga,Estonia Meistriliiga Women
163852129,Estonia Women’s Meistriliiga,Estonia Meistriliiga Women
164216398,Romania Liga 2,Romania Liga II
163853229,Guatemala Liga Nacional,Guatemala Primera Division
164216406,Romania Liga 2,Romania Liga II
164216417,Romania Liga 2,Romania Liga II
164216423,Romania Liga 2,Romania Liga II
164216430,Romania Liga 2,Romania Liga II
164216437,Romania Liga 2,Romania Liga II
164216443,Romania Liga 2,Romania Liga II
163852132,Estonia Women’s Meistriliiga,Estonia Meistriliiga Women
163852134,Estonia Women’s Meistriliiga,Estonia Meistriliiga Women
163853231,Guatemala Liga Nacional,Guatemala Primera Division
163853233,Guatemala Liga Nacional,Guatemala Primera Division
163853235,Guatemala Liga Nacional,Guatemala Primera Division
163853239,Guatemala Liga Nacional,Guatemala Primera Division
164216446,Romania Liga 2,Romania Liga II
164253347,Scotland Women Premier League,Scotland Premier League Women
164253387,Scotland Women Premier League,Scotland Premier League Women
164471024,Scotland Women Premier League,Scotland Premier League Women
164471016,Scotland Women Premier League,Scotland Premier League Women
164253424,Scotland Women Premier League,Scotland Premier League Women
164253493,Scotland Women Premier League,Scotland Premier League Women
164265248,Guatemala Liga Nacional,Guatemala Primera Division
163853241,Guatemala Liga Nacional,Guatemala Primera Division
164265189,Guatemala Liga Nacional,Guatemala Primera Division
164216449,Romania Liga 2,Romania Liga II
528375,England Premier League,
560149,England Premier League,
163844847,nan,England League 1
163844850,nan,England League 1
164216451,Romania Liga 2,Romania Liga II
164526903,Scotland Women Premier League,Scotland Premier League Women
163853251,Guatemala Liga Nacional,Guatemala Primera Division
163853257,Guatemala Liga Nacional,Guatemala Primera Division
164569411,Romania Liga 2,Romania Liga II
164593522,Guatemala Liga Nacional,Guatemala Primera Division
164593531,Guatemala Liga Nacional,Guatemala Primera Division
164593537,Guatemala Liga Nacional,Guatemala Primera Division
304122,England Premier League,
164220192,Estonia Women’s Meistriliiga,Estonia Meistriliiga Women
164014589,nan,England League 1
164589322,Romania Liga 2,Romania Liga II
164589325,Romania Liga 2,Romania Liga II
164589328,Romania Liga 2,Romania Liga II
164589337,Romania Liga 2,Romania Liga II
164589342,Romania Liga 2,Romania Liga II
164589347,Romania Liga 2,Romania Liga II
164014591,nan,England League 1
164014594,nan,England League 1
164014596,nan,England League 1
164014599,nan,England League 1
164014601,nan,England League 1
164014604,nan,England League 1
164014606,nan,England League 1
164014609,nan,England League 1
164014615,nan,England League 1
164014621,nan,England League 1
164014626,nan,England League 1
164223290,Guatemala Liga Nacional,Guatemala Primera Division
164223292,Guatemala Liga Nacional,Guatemala Primera Division
164593520,Guatemala Liga Nacional,Guatemala Primera Division
164589359,Romania Liga 2,Romania Liga II
164223294,Guatemala Liga Nacional,Guatemala Primera Division
164593528,Guatemala Liga Nacional,Guatemala Primera Division
164718013,Guatemala Liga Nacional,Guatemala Primera Division
164718002,Guatemala Liga Nacional,Guatemala Primera Division
164223296,Guatemala Liga Nacional,Guatemala Primera Division
164223298,Guatemala Liga Nacional,Guatemala Primera Division
164223300,Guatemala Liga Nacional,Guatemala Primera Division
164589364,Romania Liga 2,Romania Liga II
164589366,Romania Liga 2,Romania Liga II
164952134,Spanish Copa de Catalunya Women,Spain Copa de Catalunya Women
164593498,Guatemala Liga Nacional,Guatemala Primera Division
164582853,nan,England League 1
164582859,nan,England League 1
164582863,nan,England League 1
164582865,nan,England League 1
164582886,nan,England League 1
164593500,Guatemala Liga Nacional,Guatemala Primera Division
165005435,Guatemala Liga Nacional,Guatemala Primera Division
164983116,Scotland Women Premier League,Scotland Premier League Women
164983122,Scotland Women Premier League,Scotland Premier League Women
164983124,Scotland Women Premier League,Scotland Premier League Women
164983130,Scotland Women Premier League,Scotland Premier League Women
164983128,Scotland Women Premier League,Scotland Premier League Women
164589589,Estonia Women’s Meistriliiga,Estonia Meistriliiga Women
164593502,Guatemala Liga Nacional,Guatemala Primera Division
165005442,Guatemala Liga Nacional,Guatemala Primera Division
495759,Tajikistan Vysshaya Liga,
164593504,Guatemala Liga Nacional,Guatemala Primera Division
164593512,Guatemala Liga Nacional,Guatemala Primera Division
164593506,Guatemala Liga Nacional,Guatemala Primera Division
165275860,Romania Liga 2,Romania Liga II
165321264,Romania Liga 2,Romania Liga II
165321278,Romania Liga 2,Romania Liga II
165321287,Romania Liga 2,Romania Liga II
165321292,Romania Liga 2,Romania Liga II
165321296,Romania Liga 2,Romania Liga II
165321272,Romania Liga 2,Romania Liga II
165321299,Romania Liga 2,Romania Liga II
164740443,nan,England League 1
164740449,nan,England League 1
164740456,nan,England League 1
164740463,nan,England League 1
164740466,nan,England League 1
164740469,nan,England League 1
164740474,nan,England League 1
164740477,nan,England League 1
164740480,nan,England League 1
164740483,nan,England League 1
164740485,nan,England League 1
164740489,nan,England League 1
165005437,Guatemala Liga Nacional,Guatemala Primera Division
165321301,Romania Liga 2,Romania Liga II
635938,Scotland Women Premier League,Scotland Premier League Women
165413084,Scotland Women Premier League,Scotland Premier League Women
165413090,Scotland Women Premier League,Scotland Premier League Women
165413075,Scotland Women Premier League,Scotland Premier League Women
165413078,Scotland Women Premier League,Scotland Premier League Women
165005445,Guatemala Liga Nacional,Guatemala Primera Division
165005423,Guatemala Liga Nacional,Guatemala Primera Division
165005425,Guatemala Liga Nacional,Guatemala Primera Division
165005427,Guatemala Liga Nacional,Guatemala Primera Division
165005429,Guatemala Liga Nacional,Guatemala Primera Division
165005431,Guatemala Liga Nacional,Guatemala Primera Division
165005433,Guatemala Liga Nacional,Guatemala Primera Division
165321306,Romania Liga 2,Romania Liga II
164740491,nan,England League 1
164740495,nan,England League 1
164740498,nan,England League 1
164740506,nan,England League 1
164740511,nan,England League 1
164740516,nan,England League 1
164740522,nan,England League 1
164740527,nan,England League 1
164740530,nan,England League 1
165681196,Spanish Copa de Catalunya Women,Spain Copa de Catalunya Women
165730221,Guatemala Liga Nacional,Guatemala Primera Division
165730227,Guatemala Liga Nacional,Guatemala Primera Division
165321309,Romania Liga 2,Romania Liga II
165727782,Guatemala Liga Nacional,Guatemala Primera Division
165727785,Guatemala Liga Nacional,Guatemala Primera Division
165321312,Romania Liga 2,Romania Liga II
165321314,Romania Liga 2,Romania Liga II
165321317,Romania Liga 2,Romania Liga II
165321319,Romania Liga 2,Romania Liga II
165321322,Romania Liga 2,Romania Liga II
165321324,Romania Liga 2,Romania Liga II
165321337,Romania Liga 2,Romania Liga II
165813029,Guatemala Liga Nacional,Guatemala Primera Division
165813031,Guatemala Liga Nacional,Guatemala Primera Division
165882914,Guatemala Liga Nacional,Guatemala Primera Division
165321344,Romania Liga 2,Romania Liga II
165321347,Romania Liga 2,Romania Liga II
165813040,Guatemala Liga Nacional,Guatemala Primera Division
165813033,Guatemala Liga Nacional,Guatemala Primera Division
165118986,Swiss Cup,Switzerland Cup
165118989,Swiss Cup,Switzerland Cup
165114466,nan,England League 1
165114469,nan,England League 1
165114471,nan,England League 1
165114473,nan,England League 1
165114475,nan,England League 1
165114487,nan,England League 1
165114493,nan,England League 1
165114500,nan,England League 1
165114505,nan,England League 1
165118991,Swiss Cup,Switzerland Cup
165118994,Swiss Cup,Switzerland Cup
165118996,Swiss Cup,Switzerland Cup
165114512,nan,England League 1
165114514,nan,England League 1
165114516,nan,England League 1
166067155,Guatemala Liga Nacional,Guatemala Primera Division
165118999,Swiss Cup,Switzerland Cup
165119001,Swiss Cup,Switzerland Cup
165119004,Swiss Cup,Switzerland Cup
166067160,Guatemala Liga Nacional,Guatemala Primera Division
166040383,Romania Liga 2,Romania Liga II
166040391,Romania Liga 2,Romania Liga II
166063858,Romania Liga 2,Romania Liga II
166063861,Romania Liga 2,Romania Liga II
166063866,Romania Liga 2,Romania Liga II
166063874,Romania Liga 2,Romania Liga II
165698348,nan,England League 1
165698350,nan,England League 1
165698354,nan,England League 1
165698360,nan,England League 1
165698362,nan,England League 1
165698366,nan,England League 1
165698368,nan,England League 1
165698375,nan,England League 1
166067157,Guatemala Liga Nacional,Guatemala Primera Division
166063878,Romania Liga 2,Romania Liga II
166063883,Romania Liga 2,Romania Liga II
166067164,Guatemala Liga Nacional,Guatemala Primera Division
166067162,Guatemala Liga Nacional,Guatemala Primera Division
165698381,nan,England League 1
166063885,Romania Liga 2,Romania Liga II
166372966,Scotland Women Premier League,Scotland Premier League Women
166372971,Scotland Women Premier League,Scotland Premier League Women
166372978,Scotland Women Premier League,Scotland Premier League Women
166372986,Scotland Women Premier League,Scotland Premier League Women
166372989,Scotland Women Premier League,Scotland Premier League Women
166063897,Romania Liga 2,Romania Liga II
166063899,Romania Liga 2,Romania Liga II
166063902,Romania Liga 2,Romania Liga II
166063904,Romania Liga 2,Romania Liga II
166063906,Romania Liga 2,Romania Liga II
166063923,Romania Liga 2,Romania Liga II
166063909,Romania Liga 2,Romania Liga II
166059888,nan,England League 1
166059890,nan,England League 1
166059893,nan,England League 1
166059895,nan,England League 1
166059898,nan,England League 1
166059900,nan,England League 1
166059905,nan,England League 1
166059909,nan,England League 1
166059923,nan,England League 1
166059928,nan,England League 1
166059936,nan,England League 1
166059941,nan,England League 1
166434943,Guatemala Liga Nacional,Guatemala Primera Division
166063892,Romania Liga 2,Romania Liga II
166372991,Scotland Women Premier League,Scotland Premier League Women
166372994,Scotland Women Premier League,Scotland Premier League Women
166372996,Scotland Women Premier League,Scotland Premier League Women
166372999,Scotland Women Premier League,Scotland Premier League Women
166373002,Scotland Women Premier League,Scotland Premier League Women
166063894,Romania Liga 2,Romania Liga II
166426803,nan,England League 1
166426809,nan,England League 1
166426815,nan,England League 1
166426823,nan,England League 1
166426828,nan,England League 1
166426830,nan,England League 1
166426834,nan,England League 1
166426836,nan,England League 1
166426840,nan,England League 1
166426842,nan,England League 1
166426845,nan,England League 1
166434947,Guatemala Liga Nacional,Guatemala Primera Division
166428843,Scotland Women Premier League,Scotland Premier League Women
166428848,Scotland Women Premier League,Scotland Premier League Women
166428853,Scotland Women Premier League,Scotland Premier League Women
166428860,Scotland Women Premier League,Scotland Premier League Women
166428855,Scotland Women Premier League,Scotland Premier League Women
166426848,nan,England League 1
166426857,nan,England League 1
166426859,nan,England League 1
166426864,nan,England League 1
166426868,nan,England League 1
166426874,nan,England League 1
166426877,nan,England League 1
166426883,nan,England League 1
166426892,nan,England League 1
166426895,nan,England League 1
166426897,nan,England League 1
166426899,nan,England League 1
166426901,nan,England League 1
167130689,Israel Women Cup,Israel Cup Women
167130700,Israel Women Cup,Israel Cup Women
167130693,Israel Women Cup,Israel Cup Women
166589435,nan,England League 1
166589437,nan,England League 1
166589441,nan,England League 1
166589446,nan,England League 1
166589450,nan,England League 1
166589452,nan,England League 1
166589457,nan,England League 1
166589463,nan,England League 1
166589465,nan,England League 1
166589470,nan,England League 1
166589477,nan,England League 1
166589481,nan,England League 1
166589483,nan,England League 1
166589485,nan,England League 1
166589487,nan,England League 1
166589489,nan,England League 1
166589491,nan,England League 1
166589495,nan,England League 1
166589497,nan,England League 1
166589503,nan,England League 1
166589505,nan,England League 1
166589510,nan,England League 1
166896943,nan,England League 1
166896945,nan,England League 1
166896947,nan,England League 1
166896949,nan,England League 1
166896951,nan,England League 1
166896953,nan,England League 1
166896958,nan,England League 1
166896960,nan,England League 1
166896963,nan,England League 1
166896965,nan,England League 1
166896969,nan,England League 1
166896971,nan,England League 1
166896978,nan,England League 1
167801727,Guatemala Liga Nacional,Guatemala Primera Division
167801740,Guatemala Liga Nacional,Guatemala Primera Division
167801746,Guatemala Liga Nacional,Guatemala Primera Division
167801730,Guatemala Liga Nacional,Guatemala Primera Division
167801737,Guatemala Liga Nacional,Guatemala Primera Division
167801750,Guatemala Liga Nacional,Guatemala Primera Division
167434601,nan,England League 1
167839845,Scotland Women Premier League,Scotland Premier League Women
167839863,Scotland Women Premier League,Scotland Premier League Women
167839865,Scotland Women Premier League,Scotland Premier League Women
167839867,Scotland Women Premier League,Scotland Premier League Women
167839869,Scotland Women Premier League,Scotland Premier League Women
167839871,Scotland Women Premier League,Scotland Premier League Women
167834345,nan,England League 1
167834350,nan,England League 1
167834354,nan,England League 1
167834358,nan,England League 1
167834363,nan,England League 1
167834369,nan,England League 1
167834379,nan,England League 1
167834383,nan,England League 1
167834387,nan,England League 1
167834389,nan,England League 1
167834392,nan,England League 1
167834395,nan,England League 1
168237587,Guatemala Liga Nacional,Guatemala Primera Division
168237596,Guatemala Liga Nacional,Guatemala Primera Division
168237601,Guatemala Liga Nacional,Guatemala Primera Division
168367378,Guatemala Liga Nacional,Guatemala Primera Division
168349714,Guatemala Liga Nacional,Guatemala Primera Division
168237609,Guatemala Liga Nacional,Guatemala Primera Division
168203252,Scotland Women Premier League,Scotland Premier League Women
168347383,Guatemala Liga Nacional,Guatemala Primera Division
168439186,Guatemala Liga Nacional,Guatemala Primera Division
168431917,Guatemala Liga Nacional,Guatemala Primera Division
168237613,Guatemala Liga Nacional,Guatemala Primera Division
168431921,Guatemala Liga Nacional,Guatemala Primera Division
167834398,nan,England League 1
167834401,nan,England League 1
167834404,nan,England League 1
168360761,Guatemala Liga Nacional,Guatemala Primera Division
168360763,Guatemala Liga Nacional,Guatemala Primera Division
168360765,Guatemala Liga Nacional,Guatemala Primera Division
168360767,Guatemala Liga Nacional,Guatemala Primera Division
167834407,nan,England League 1
168360773,Guatemala Liga Nacional,Guatemala Primera Division
167834414,nan,England League 1
167834417,nan,England League 1
167834422,nan,England League 1
167834426,nan,England League 1
167834431,nan,England League 1
167834433,nan,England League 1
167834441,nan,England League 1
167834448,nan,England League 1
167834451,nan,England League 1
167834453,nan,England League 1
167834455,nan,England League 1
168580404,Guatemala Liga Nacional,Guatemala Primera Division
