Team,period,Rating
Clube Do Remo,2024-03-03,1770.01
Clube Do Remo,2024-03-08,1812.68
Clube Do Remo,2024-03-10,1803.26
Clube Do Remo,2024-03-16,1803.3
Clube Do Remo,2024-03-21,1765.76
Clube Do Remo,2024-03-23,1745.04
Clube Do Remo,2024-03-29,1769.38
Clube Do Remo,2024-04-20,1759.92
Clube Do Remo,2024-04-28,1727.68
Clube Do Remo,2024-05-05,1742.57
Clube Do Remo,2024-05-13,1723.49
Clube Do Remo,2024-05-19,1705.39
Clube Do Remo,2024-05-25,1717.43
Clube Do Remo,2024-06-01,1687.01
Clube Do Remo,2024-06-10,1690.66
Clube Do Remo,2024-06-16,1684.25
Clube Do Remo,2024-06-25,1675.78
Clube Do Remo,2024-06-30,1680.57
Clube Do Remo,2024-07-09,1667.64
Clube Do Remo,2024-07-16,1672.79
Clube Do Remo,2024-07-23,1662.76
Clube Do Remo,2024-07-27,1666.45
Clube Do Remo,2024-08-06,1677.39
Clube Do Remo,2024-08-10,1678.72
Clube Do Remo,2024-08-18,1692.99
Clube Do Remo,2024-08-24,1732.95
Clube Do Remo,2024-08-31,1730.13
Clube Do Remo,2024-09-10,1705.45
Clube Do Remo,2024-09-15,1732.33
Clube Do Remo,2024-09-21,1710.33
Clube Do Remo,2024-09-29,1713.51
Clube Do Remo,2024-10-05,1746.29
Clube Do Remo,2025-01-18,1759.43
Clube Do Remo,2025-01-26,1802.68
Clube Do Remo,2025-01-30,1792.9
Clube Do Remo,2025-02-04,1798.26
Clube Do Remo,2025-02-07,1816.38
Clube Do Remo,2025-02-09,1837.07
Clube Do Remo,2025-02-16,1821.92
Clube Do Remo,2025-02-23,1817.78
Clube Do Remo,2025-02-27,1827.27
Clube Do Remo,2025-03-11,1820.99
Clube Do Remo,2025-03-30,1851.37
Clube Do Remo,2025-04-03,1847.71
Clube Do Remo,2025-04-07,1815.97
Clube Do Remo,2025-04-13,1795.67
Clube Do Remo,2025-04-18,1789.21
Clube Do Remo,2025-04-22,1785.15
Clube Do Remo,2025-04-26,1771.61
Clube Do Remo,2025-05-03,1762.22
Clube Do Remo,2025-05-08,1784.35
Clube Do Remo,2025-05-11,1755.97
Clube Do Remo,2025-05-15,1765.96
Clube Do Remo,2025-05-18,1755.68
Clube Do Remo,2025-05-24,1763.05
Clube Do Remo,2025-06-01,1760.14
Clube Do Remo,2025-06-09,1766.55
Clube Do Remo,2025-06-14,1763.38
Clube Do Remo,2025-06-21,1739.05
Clube Do Remo,2025-06-29,1725.92
Clube Do Remo,2025-07-05,1740.22
Clube Do Remo,2025-07-13,1748.49
Clube Do Remo,2025-07-18,1762.17
Clube Do Remo,2025-07-25,1742.33
Clube Do Remo,2025-07-30,1727.42
Clube Do Remo,2025-08-02,1742.72
Clube Do Remo,2025-08-09,1737.08
Clube Do Remo,2025-08-16,1736.8
Clube Do Remo,2025-08-23,1726.38
Clube Do Remo,2025-08-29,1713.18
Clube Do Remo,2025-09-05,1727.55
Clube Do Remo,2025-09-13,1735.97
Clube Do Remo,2025-09-21,1745.65
Clube Do Remo,2025-09-25,1743.85
Clube Do Remo,2025-09-28,1735.99
Clube Do Remo,2025-10-05,1722.86
Clube Do Remo,2025-10-10,1718.78
Clube Do Remo,2025-10-15,1735.03
Clube Do Remo,2025-10-19,1755.8
Clube Do Remo,2025-10-25,1762.72
Clube Do Remo,2025-11-02,1745.66
Clube Do Remo,2025-11-08,1734.93
Clube Do Remo,2025-11-15,1795.54
Clube Do Remo,2025-11-23,1806.63
Clube Do Remo,2026-01-24,1684.93
Clube Do Remo,2026-01-28,1769.9
Clube Do Remo,2026-01-31,1692.12
Clube Do Remo,2026-02-05,1693.26
Clube Do Remo,2026-02-06,1681.96
Clube Do Remo,2026-02-08,1731.7
Clube Do Remo,2026-02-12,1736.66
Clube Do Remo,2026-02-15,1778.47
Clube Do Remo,2026-02-19,1806.56
Clube Do Remo,2026-02-25,1779.09
Clube Do Remo,2026-03-01,1773.74
Clube Do Remo,2026-03-08,1787.43
Clube Do Remo,2026-03-12,1794.68
Clube Do Remo,2026-03-15,1780.89
Clube Do Remo,2026-03-20,1776.91
Clube Do Remo,2026-03-22,1782.07
Clube Do Remo,2026-04-03,1792.66
Clube Do Remo,2026-04-06,1786.21
Clube Do Remo,2026-04-11,1774.57
Clube Do Remo,2026-04-19,1740.36
Clube Do Remo,2026-04-23,1740.26
Clube Do Remo,2026-04-25,1754.88
Clube Do Remo,2026-05-02,1764.62
Clube Do Remo,2026-05-10,1769.79
Clube Do Remo,2026-05-14,1768.71
Clube Do Remo,2026-05-17,1777.34
Clube Do Remo,2026-05-24,1794.54
Clube Do Remo,2026-06-01,1786.84
Clube Do Remo,2026-07-24,1780.35
Corinthians,2023-07-19,1857.62
Corinthians,2023-07-22,1850.84
Corinthians,2023-07-26,1849.79
Corinthians,2023-07-29,1867.67
Corinthians,2023-08-02,1871.74
Corinthians,2023-08-05,1896.85
Corinthians,2023-08-09,1849.59
Corinthians,2023-08-13,1847.34
Corinthians,2023-08-17,1867.99
Corinthians,2023-08-20,1855.22
Corinthians,2023-08-23,1867.61
Corinthians,2023-08-27,1836.53
Corinthians,2023-08-30,1824.29
Corinthians,2023-09-03,1812.41
Corinthians,2023-09-15,1812.87
Corinthians,2023-09-19,1815.42
Corinthians,2023-09-23,1815.91
Corinthians,2023-09-27,1831.15
Corinthians,2023-09-30,1808.58
Corinthians,2023-10-04,1811.99
Corinthians,2023-10-08,1784.9
Corinthians,2023-10-20,1790.59
Corinthians,2023-10-22,1783.17
Corinthians,2023-10-26,1806.36
Corinthians,2023-10-29,1804.62
Corinthians,2023-11-01,1812.97
Corinthians,2023-11-05,1829.76
Corinthians,2023-11-09,1861.26
Corinthians,2023-11-12,1845.97
Corinthians,2023-11-25,1831.3
Corinthians,2023-11-29,1842.41
Corinthians,2023-12-02,1845.5
Corinthians,2023-12-07,1844.35
Corinthians,2024-01-21,1827.38
Corinthians,2024-01-24,1843.61
Corinthians,2024-01-28,1844.73
Corinthians,2024-01-30,1846.89
Corinthians,2024-02-04,1868.07
Corinthians,2024-02-07,1872.51
Corinthians,2024-02-11,1885.79
Corinthians,2024-02-15,1899.41
Corinthians,2024-02-18,1906.62
Corinthians,2024-02-23,1918.34
Corinthians,2024-02-26,1942.05
Corinthians,2024-03-02,1958.17
Corinthians,2024-03-10,1935.35
Corinthians,2024-03-15,1947.88
Corinthians,2024-04-03,1927.2
Corinthians,2024-04-10,1936.87
Corinthians,2024-04-14,1919.7
Corinthians,2024-04-18,1921.54
Corinthians,2024-04-20,1936.72
Corinthians,2024-04-24,1941.47
Corinthians,2024-04-28,1932.62
Corinthians,2024-05-02,1922.24
Corinthians,2024-05-05,1917.39
Corinthians,2024-05-08,1913.15
Corinthians,2024-05-11,1913.43
Corinthians,2024-05-15,1924.59
Corinthians,2024-05-23,1922.95
Corinthians,2024-05-29,1920.91
Corinthians,2024-06-02,1902.35
Corinthians,2024-06-12,1908.76
Corinthians,2024-06-16,1909.38
Corinthians,2024-06-20,1921.35
Corinthians,2024-06-23,1909.76
Corinthians,2024-06-27,1891.34
Corinthians,2024-07-02,1883.38
Corinthians,2024-07-05,1868.3
Corinthians,2024-07-07,1853.89
Corinthians,2024-07-11,1847.69
Corinthians,2024-07-17,1866.5
Corinthians,2024-07-21,1872.18
Corinthians,2024-07-26,1878.87
Corinthians,2024-07-29,1879.46
Corinthians,2024-08-01,1879.95
Corinthians,2024-08-04,1894.24
Corinthians,2024-08-08,1881.8
Corinthians,2024-08-11,1876.89
Corinthians,2024-08-14,1894.74
Corinthians,2024-08-18,1914.94
Corinthians,2024-08-21,1904.59
Corinthians,2024-08-25,1898.29
Corinthians,2024-08-30,1893.46
Corinthians,2024-09-01,1898.72
Corinthians,2024-09-12,1918.51
Corinthians,2024-09-15,1913.38
Corinthians,2024-09-18,1918.8
Corinthians,2024-09-21,1931.44
Corinthians,2024-09-25,1924.85
Corinthians,2024-09-29,1939.34
Corinthians,2024-10-03,1918.35
Corinthians,2024-10-06,1926.45
Corinthians,2024-10-18,1931.44
Corinthians,2024-10-20,1922.81
Corinthians,2024-10-25,1921.64
Corinthians,2024-10-28,1931.36
Corinthians,2024-11-01,1916.2
Corinthians,2024-11-05,1921.01
Corinthians,2024-11-09,1945.31
Corinthians,2024-11-20,1966.83
Corinthians,2024-11-24,1966.2
Corinthians,2024-11-30,1986.35
Corinthians,2024-12-04,1995.71
Corinthians,2024-12-08,1999.35
Corinthians,2025-01-16,1985.7
Corinthians,2025-01-19,1972.84
Corinthians,2025-01-22,1980.05
Corinthians,2025-01-26,1987.54
Corinthians,2025-01-30,1951.99
Corinthians,2025-02-01,1943.94
Corinthians,2025-02-04,1941.75
Corinthians,2025-02-07,1966.22
Corinthians,2025-02-10,1950.06
Corinthians,2025-02-13,1955.97
Corinthians,2025-02-15,1927.18
Corinthians,2025-02-20,1946.87
Corinthians,2025-02-23,1919.41
Corinthians,2025-02-27,1956.63
Corinthians,2025-03-02,1956.01
Corinthians,2025-03-06,1962.09
Corinthians,2025-03-09,1956.17
Corinthians,2025-03-13,1965.9
Corinthians,2025-03-16,1963.29
Corinthians,2025-03-28,1963.66
Corinthians,2025-03-31,1952.42
Corinthians,2025-04-03,1955.22
Corinthians,2025-04-05,1963.95
Corinthians,2025-04-09,1941.74
Corinthians,2025-04-12,1964.36
Corinthians,2025-04-17,1934.51
Corinthians,2025-04-19,1938.45
Corinthians,2025-04-25,1922.01
Corinthians,2025-04-27,1926.14
Corinthians,2025-05-01,1937.34
Corinthians,2025-05-03,1950.55
Corinthians,2025-05-07,1925.7
Corinthians,2025-05-10,1918.93
Corinthians,2025-05-16,1902.4
Corinthians,2025-05-18,1912.8
Corinthians,2025-05-22,1936.89
Corinthians,2025-05-25,1923.59
Corinthians,2025-05-28,1947.47
Corinthians,2025-06-01,1948.03
Corinthians,2025-06-13,1951.19
Corinthians,2025-07-14,1954.38
Corinthians,2025-07-17,1944.47
Corinthians,2025-07-20,1951.27
Corinthians,2025-07-24,1924.42
Corinthians,2025-07-26,1919.62
Corinthians,2025-07-31,1934.12
Corinthians,2025-08-03,1912.01
Corinthians,2025-08-07,1915.04
Corinthians,2025-08-12,1916.88
Corinthians,2025-08-17,1916.97
Corinthians,2025-08-24,1911.55
Corinthians,2025-08-28,1916.55
Corinthians,2025-08-31,1910.83
Corinthians,2025-09-11,1922.78
Corinthians,2025-09-14,1958.34
Corinthians,2025-09-21,1949.51
Corinthians,2025-09-29,1919.37
Corinthians,2025-10-02,1904.38
Corinthians,2025-10-05,1927.56
Corinthians,2025-10-16,1923.33
Corinthians,2025-10-18,1936.17
Corinthians,2025-10-25,1934.3
Corinthians,2025-11-02,1922.9
Corinthians,2025-11-05,1935.83
Corinthians,2025-11-09,1937.9
Corinthians,2025-11-20,1929.46
Corinthians,2025-11-24,1926.48
Corinthians,2025-11-30,1935.78
Corinthians,2025-12-03,1903.14
Corinthians,2025-12-07,1890.36
Corinthians,2025-12-11,1895.99
Corinthians,2025-12-14,1859.0
Corinthians,2025-12-18,1889.1
Corinthians,2025-12-21,1885.6
Corinthians,2026-01-11,1894.2
Corinthians,2026-01-15,1907.53
Corinthians,2026-01-18,1932.84
Corinthians,2026-01-22,1954.59
Corinthians,2026-01-26,1949.03
Corinthians,2026-01-29,1935.46
Corinthians,2026-02-06,1900.09
Corinthians,2026-02-09,1906.19
Corinthians,2026-02-13,1921.38
Corinthians,2026-02-16,1931.38
Corinthians,2026-02-19,1933.64
Corinthians,2026-02-23,1950.48
Corinthians,2026-02-26,1921.29
Corinthians,2026-03-01,1951.97
Corinthians,2026-03-12,1968.07
Corinthians,2026-03-15,1969.79
Corinthians,2026-03-20,1945.52
Corinthians,2026-03-23,1956.84
Corinthians,2026-04-02,1948.74
Corinthians,2026-04-06,1945.64
Corinthians,2026-04-10,1939.22
Corinthians,2026-04-12,1935.7
Corinthians,2026-04-16,1943.97
Corinthians,2026-04-19,1938.19
Corinthians,2026-04-22,1960.91
Corinthians,2026-04-26,1939.38
Corinthians,2026-05-01,1951.74
Corinthians,2026-05-04,1964.97
Corinthians,2026-05-07,1950.2
Corinthians,2026-05-10,1925.89
Corinthians,2026-05-15,1942.02
Corinthians,2026-05-17,1937.03
Corinthians,2026-05-22,1902.3
Corinthians,2026-05-24,1892.52
Corinthians,2026-05-28,1893.85
Corinthians,2026-05-30,1919.6
Corinthians,2026-07-24,1926.1
Coritiba,2023-07-25,1811.05
Coritiba,2023-07-30,1802.68
Coritiba,2023-08-06,1800.43
Coritiba,2023-08-13,1802.68
Coritiba,2023-08-20,1793.14
Coritiba,2023-08-27,1790.41
Coritiba,2023-09-15,1786.68
Coritiba,2023-09-22,1764.59
Coritiba,2023-09-28,1759.68
Coritiba,2023-10-01,1738.56
Coritiba,2023-10-08,1738.19
Coritiba,2023-10-19,1735.03
Coritiba,2023-10-22,1725.55
Coritiba,2023-10-27,1728.32
Coritiba,2023-10-29,1726.62
Coritiba,2023-11-02,1722.84
Coritiba,2023-11-05,1723.44
Coritiba,2023-11-08,1716.26
Coritiba,2023-11-11,1720.8
Coritiba,2023-11-26,1718.05
Coritiba,2023-11-30,1704.03
Coritiba,2023-12-03,1695.32
Coritiba,2023-12-07,1696.47
Coritiba,2024-01-19,1722.81
Coritiba,2024-01-23,1740.54
Coritiba,2024-01-26,1742.48
Coritiba,2024-01-28,1734.43
Coritiba,2024-02-02,1741.26
Coritiba,2024-02-04,1729.12
Coritiba,2024-02-08,1749.65
Coritiba,2024-02-10,1745.84
Coritiba,2024-02-15,1744.59
Coritiba,2024-02-18,1726.95
Coritiba,2024-02-23,1754.8
Coritiba,2024-02-25,1742.65
Coritiba,2024-03-03,1745.49
Coritiba,2024-03-09,1764.06
Coritiba,2024-03-17,1784.68
Coritiba,2024-03-24,1805.51
Coritiba,2024-04-21,1804.96
Coritiba,2024-04-28,1815.25
Coritiba,2024-05-04,1805.42
Coritiba,2024-05-12,1807.08
Coritiba,2024-05-15,1823.4
Coritiba,2024-05-18,1843.52
Coritiba,2024-05-28,1839.21
Coritiba,2024-06-01,1834.77
Coritiba,2024-06-08,1833.22
Coritiba,2024-06-16,1827.78
Coritiba,2024-06-20,1832.04
Coritiba,2024-06-26,1823.18
Coritiba,2024-06-29,1823.31
Coritiba,2024-07-07,1814.31
Coritiba,2024-07-13,1809.89
Coritiba,2024-07-20,1826.19
Coritiba,2024-07-23,1823.6
Coritiba,2024-07-27,1808.03
Coritiba,2024-08-03,1808.2
Coritiba,2024-08-11,1807.62
Coritiba,2024-08-18,1805.96
Coritiba,2024-08-23,1807.81
Coritiba,2024-08-28,1826.82
Coritiba,2024-09-04,1824.6
Coritiba,2024-09-08,1810.93
Coritiba,2024-09-15,1820.84
Coritiba,2024-09-19,1821.48
Coritiba,2024-09-21,1794.24
Coritiba,2024-09-28,1786.7
Coritiba,2024-10-05,1786.89
Coritiba,2024-10-13,1791.55
Coritiba,2024-10-19,1806.67
Coritiba,2024-10-24,1822.08
Coritiba,2024-10-28,1807.24
Coritiba,2024-11-06,1783.24
Coritiba,2024-11-12,1790.49
Coritiba,2024-11-17,1768.22
Coritiba,2024-11-22,1762.13
Coritiba,2025-01-12,1727.48
Coritiba,2025-01-16,1716.98
Coritiba,2025-01-19,1735.09
Coritiba,2025-01-23,1687.41
Coritiba,2025-01-25,1716.79
Coritiba,2025-01-31,1695.12
Coritiba,2025-02-02,1701.43
Coritiba,2025-02-06,1720.01
Coritiba,2025-02-08,1748.86
Coritiba,2025-02-12,1746.92
Coritiba,2025-02-15,1797.18
Coritiba,2025-02-22,1804.85
Coritiba,2025-02-27,1788.61
Coritiba,2025-03-09,1827.83
Coritiba,2025-04-05,1848.15
Coritiba,2025-04-12,1837.2
Coritiba,2025-04-17,1811.97
Coritiba,2025-04-22,1816.03
Coritiba,2025-04-26,1807.65
Coritiba,2025-05-03,1828.08
Coritiba,2025-05-10,1824.53
Coritiba,2025-05-20,1840.32
Coritiba,2025-05-27,1828.01
Coritiba,2025-05-31,1819.95
Coritiba,2025-06-05,1826.82
Coritiba,2025-06-15,1825.36
Coritiba,2025-06-22,1845.16
Coritiba,2025-06-28,1857.45
Coritiba,2025-07-05,1863.74
Coritiba,2025-07-11,1855.81
Coritiba,2025-07-19,1856.94
Coritiba,2025-07-23,1853.74
Coritiba,2025-07-27,1839.0
Coritiba,2025-08-01,1839.09
Coritiba,2025-08-09,1823.42
Coritiba,2025-08-15,1820.07
Coritiba,2025-08-23,1830.5
Coritiba,2025-08-30,1842.04
Coritiba,2025-09-06,1848.37
Coritiba,2025-09-13,1859.32
Coritiba,2025-09-21,1853.2
Coritiba,2025-09-26,1864.61
Coritiba,2025-09-30,1877.14
Coritiba,2025-10-04,1876.49
Coritiba,2025-10-10,1878.44
Coritiba,2025-10-13,1883.45
Coritiba,2025-10-19,1883.08
Coritiba,2025-10-25,1883.98
Coritiba,2025-10-31,1873.72
Coritiba,2025-11-10,1916.24
Coritiba,2025-11-15,1914.54
Coritiba,2025-11-23,1894.09
Coritiba,2026-01-08,1788.44
Coritiba,2026-01-10,1736.58
Coritiba,2026-01-14,1736.32
Coritiba,2026-01-17,1718.73
Coritiba,2026-01-22,1792.05
Coritiba,2026-01-24,1762.74
Coritiba,2026-01-28,1806.61
Coritiba,2026-01-31,1790.76
Coritiba,2026-02-06,1768.01
Coritiba,2026-02-08,1767.08
Coritiba,2026-02-11,1797.36
Coritiba,2026-02-14,1819.1
Coritiba,2026-02-21,1820.78
Coritiba,2026-02-25,1852.64
Coritiba,2026-03-12,1836.55
Coritiba,2026-03-15,1850.35
Coritiba,2026-03-19,1855.04
Coritiba,2026-03-22,1861.51
Coritiba,2026-04-02,1855.35
Coritiba,2026-04-05,1864.53
Coritiba,2026-04-12,1865.69
Coritiba,2026-04-19,1865.61
Coritiba,2026-04-23,1865.66
Coritiba,2026-04-26,1869.24
Coritiba,2026-05-02,1866.15
Coritiba,2026-05-09,1865.21
Coritiba,2026-05-14,1826.63
Coritiba,2026-05-17,1795.81
Coritiba,2026-05-26,1802.32
Coritiba,2026-05-30,1804.03
Coritiba,2026-07-23,1804.67
Cruzeiro,2023-07-23,1919.93
Cruzeiro,2023-07-29,1910.37
Cruzeiro,2023-08-06,1901.94
Cruzeiro,2023-08-15,1893.94
Cruzeiro,2023-08-20,1906.7
Cruzeiro,2023-08-28,1908.63
Cruzeiro,2023-09-03,1902.6
Cruzeiro,2023-09-15,1887.72
Cruzeiro,2023-09-21,1898.25
Cruzeiro,2023-10-01,1899.34
Cruzeiro,2023-10-15,1903.18
Cruzeiro,2023-10-20,1880.41
Cruzeiro,2023-10-22,1862.15
Cruzeiro,2023-10-26,1869.74
Cruzeiro,2023-11-03,1886.81
Cruzeiro,2023-11-05,1885.36
Cruzeiro,2023-11-11,1880.81
Cruzeiro,2023-11-18,1879.21
Cruzeiro,2023-11-22,1884.32
Cruzeiro,2023-11-28,1882.01
Cruzeiro,2023-12-01,1904.4
Cruzeiro,2023-12-03,1892.68
Cruzeiro,2023-12-07,1875.05
Cruzeiro,2024-01-24,1877.01
Cruzeiro,2024-01-27,1872.56
Cruzeiro,2024-02-03,1879.09
Cruzeiro,2024-02-09,1883.5
Cruzeiro,2024-02-16,1889.45
Cruzeiro,2024-02-18,1897.95
Cruzeiro,2024-02-21,1915.49
Cruzeiro,2024-02-25,1919.83
Cruzeiro,2024-03-02,1910.13
Cruzeiro,2024-03-10,1917.03
Cruzeiro,2024-03-16,1938.65
Cruzeiro,2024-03-30,1926.08
Cruzeiro,2024-04-05,1848.13
Cruzeiro,2024-04-12,1857.99
Cruzeiro,2024-04-14,1815.22
Cruzeiro,2024-04-18,1845.8
Cruzeiro,2024-04-21,1873.9
Cruzeiro,2024-04-24,1848.16
Cruzeiro,2024-04-28,1880.75
Cruzeiro,2024-05-08,1897.03
Cruzeiro,2024-05-12,1908.66
Cruzeiro,2024-05-17,1914.3
Cruzeiro,2024-05-31,1937.59
Cruzeiro,2024-06-02,1942.28
Cruzeiro,2024-06-14,1943.67
Cruzeiro,2024-06-16,1942.53
Cruzeiro,2024-06-20,1945.14
Cruzeiro,2024-06-23,1945.76
Cruzeiro,2024-06-27,1934.03
Cruzeiro,2024-06-30,1935.91
Cruzeiro,2024-07-04,1931.17
Cruzeiro,2024-07-07,1945.58
Cruzeiro,2024-07-10,1956.04
Cruzeiro,2024-07-13,1954.99
Cruzeiro,2024-07-21,1949.49
Cruzeiro,2024-07-25,1959.88
Cruzeiro,2024-07-28,1970.93
Cruzeiro,2024-08-06,1999.64
Cruzeiro,2024-08-11,2009.07
Cruzeiro,2024-08-16,1978.91
Cruzeiro,2024-08-20,1948.52
Cruzeiro,2024-08-23,1926.7
Cruzeiro,2024-08-26,1922.57
Cruzeiro,2024-08-29,1914.01
Cruzeiro,2024-09-01,1934.18
Cruzeiro,2024-09-15,1950.73
Cruzeiro,2024-09-20,1940.61
Cruzeiro,2024-09-22,1950.08
Cruzeiro,2024-09-27,1950.11
Cruzeiro,2024-09-29,1940.48
Cruzeiro,2024-10-04,1939.45
Cruzeiro,2024-10-19,1948.17
Cruzeiro,2024-10-24,1929.37
Cruzeiro,2024-10-26,1929.57
Cruzeiro,2024-10-30,1927.63
Cruzeiro,2024-11-07,1913.03
Cruzeiro,2024-11-09,1909.01
Cruzeiro,2024-11-20,1887.49
Cruzeiro,2024-11-23,1885.13
Cruzeiro,2024-11-28,1883.29
Cruzeiro,2024-12-01,1892.18
Cruzeiro,2024-12-05,1899.28
Cruzeiro,2024-12-08,1906.21
Cruzeiro,2025-01-20,1856.24
Cruzeiro,2025-01-22,1892.57
Cruzeiro,2025-01-25,1896.23
Cruzeiro,2025-01-30,1905.87
Cruzeiro,2025-02-02,1917.28
Cruzeiro,2025-02-06,1942.2
Cruzeiro,2025-02-09,1936.68
Cruzeiro,2025-02-12,1918.67
Cruzeiro,2025-02-16,1930.21
Cruzeiro,2025-02-22,1934.57
Cruzeiro,2025-03-29,1954.09
Cruzeiro,2025-04-02,1929.52
Cruzeiro,2025-04-06,1918.89
Cruzeiro,2025-04-10,1923.89
Cruzeiro,2025-04-13,1923.3
Cruzeiro,2025-04-18,1917.28
Cruzeiro,2025-04-21,1906.61
Cruzeiro,2025-04-25,1877.73
Cruzeiro,2025-04-27,1864.8
Cruzeiro,2025-05-02,1880.65
Cruzeiro,2025-05-04,1891.28
Cruzeiro,2025-05-08,1861.4
Cruzeiro,2025-05-11,1900.22
Cruzeiro,2025-05-15,1807.84
Cruzeiro,2025-05-19,1836.59
Cruzeiro,2025-05-23,1852.25
Cruzeiro,2025-05-26,1873.82
Cruzeiro,2025-05-29,1882.68
Cruzeiro,2025-06-02,1909.16
Cruzeiro,2025-06-13,1935.24
Cruzeiro,2025-07-14,1963.28
Cruzeiro,2025-07-18,1956.82
Cruzeiro,2025-07-20,1970.44
Cruzeiro,2025-07-24,1997.29
Cruzeiro,2025-07-27,2014.89
Cruzeiro,2025-07-31,2032.08
Cruzeiro,2025-08-03,2038.5
Cruzeiro,2025-08-08,2054.12
Cruzeiro,2025-08-10,2058.33
Cruzeiro,2025-08-19,2048.43
Cruzeiro,2025-08-23,2050.51
Cruzeiro,2025-08-28,2053.01
Cruzeiro,2025-08-31,2024.98
Cruzeiro,2025-09-12,2004.06
Cruzeiro,2025-09-16,1997.43
Cruzeiro,2025-09-22,2022.1
Cruzeiro,2025-09-27,2009.86
Cruzeiro,2025-10-03,2004.9
Cruzeiro,2025-10-06,1981.4
Cruzeiro,2025-10-16,1998.39
Cruzeiro,2025-10-19,2000.63
Cruzeiro,2025-10-27,1988.22
Cruzeiro,2025-11-01,1994.72
Cruzeiro,2025-11-06,1985.56
Cruzeiro,2025-11-09,2006.87
Cruzeiro,2025-11-20,1999.95
Cruzeiro,2025-11-24,2002.93
Cruzeiro,2025-11-30,1995.34
Cruzeiro,2025-12-04,1996.94
Cruzeiro,2025-12-07,1939.26
Cruzeiro,2025-12-11,1933.62
Cruzeiro,2025-12-14,1970.61
Cruzeiro,2026-01-10,1893.67
Cruzeiro,2026-01-15,1860.78
Cruzeiro,2026-01-17,1892.96
Cruzeiro,2026-01-22,1882.36
Cruzeiro,2026-01-25,1927.24
Cruzeiro,2026-01-30,1935.88
Cruzeiro,2026-02-02,1958.09
Cruzeiro,2026-02-06,1980.84
Cruzeiro,2026-02-08,1993.33
Cruzeiro,2026-02-11,1980.78
Cruzeiro,2026-02-14,1970.47
Cruzeiro,2026-02-21,1982.29
Cruzeiro,2026-02-26,2011.48
Cruzeiro,2026-02-28,2010.54
Cruzeiro,2026-03-08,1984.09
Cruzeiro,2026-03-12,1974.95
Cruzeiro,2026-03-16,1978.15
Cruzeiro,2026-03-18,1952.73
Cruzeiro,2026-03-22,1949.33
Cruzeiro,2026-04-02,1958.38
Cruzeiro,2026-04-04,1966.49
Cruzeiro,2026-04-08,1957.8
Cruzeiro,2026-04-12,1931.17
Cruzeiro,2026-04-16,1938.9
Cruzeiro,2026-04-19,1939.13
Cruzeiro,2026-04-23,1957.07
Cruzeiro,2026-04-25,1942.45
Cruzeiro,2026-04-29,1916.6
Cruzeiro,2026-05-03,1895.93
Cruzeiro,2026-05-07,1876.07
Cruzeiro,2026-05-10,1880.12
Cruzeiro,2026-05-13,1910.24
Cruzeiro,2026-05-17,1936.49
Cruzeiro,2026-05-20,1926.04
Cruzeiro,2026-05-24,1938.24
Cruzeiro,2026-05-29,1962.58
Cruzeiro,2026-06-01,1947.05
Cruzeiro,2026-07-23,1948.13
EC Bahia,2023-07-22,1842.11
EC Bahia,2023-07-30,1841.01
EC Bahia,2023-08-06,1820.68
EC Bahia,2023-08-13,1826.27
EC Bahia,2023-08-20,1856.01
EC Bahia,2023-08-27,1860.11
EC Bahia,2023-09-03,1851.98
EC Bahia,2023-09-15,1855.71
EC Bahia,2023-09-19,1870.42
EC Bahia,2023-09-30,1854.92
EC Bahia,2023-10-07,1859.86
EC Bahia,2023-10-19,1855.88
EC Bahia,2023-10-21,1859.87
EC Bahia,2023-10-26,1852.28
EC Bahia,2023-10-29,1838.54
EC Bahia,2023-10-31,1892.82
EC Bahia,2023-11-04,1890.55
EC Bahia,2023-11-10,1859.65
EC Bahia,2023-11-12,1844.28
EC Bahia,2023-11-25,1858.95
EC Bahia,2023-11-30,1860.94
EC Bahia,2023-12-03,1882.72
EC Bahia,2023-12-07,1863.54
EC Bahia,2024-01-18,1798.54
EC Bahia,2024-01-21,1748.49
EC Bahia,2024-01-24,1795.76
EC Bahia,2024-01-27,1839.76
EC Bahia,2024-01-31,1888.27
EC Bahia,2024-02-04,1912.91
EC Bahia,2024-02-08,1897.12
EC Bahia,2024-02-10,1960.45
EC Bahia,2024-02-16,1970.68
EC Bahia,2024-02-18,1971.04
EC Bahia,2024-02-22,1963.4
EC Bahia,2024-02-25,1958.7
EC Bahia,2024-02-29,1951.04
EC Bahia,2024-03-03,1919.24
EC Bahia,2024-03-07,1936.11
EC Bahia,2024-03-09,1919.45
EC Bahia,2024-03-13,1925.66
EC Bahia,2024-03-16,1917.09
EC Bahia,2024-03-21,1922.38
EC Bahia,2024-03-24,1957.44
EC Bahia,2024-03-28,1842.0
EC Bahia,2024-04-13,1894.01
EC Bahia,2024-04-17,1881.04
EC Bahia,2024-04-21,1915.11
EC Bahia,2024-04-28,1911.65
EC Bahia,2024-05-01,1906.31
EC Bahia,2024-05-05,1911.48
EC Bahia,2024-05-12,1939.38
EC Bahia,2024-05-24,1930.76
EC Bahia,2024-05-26,1931.53
EC Bahia,2024-06-02,1941.2
EC Bahia,2024-06-14,1934.53
EC Bahia,2024-06-16,1951.78
EC Bahia,2024-06-21,1955.11
EC Bahia,2024-06-23,1954.51
EC Bahia,2024-06-27,1952.95
