Team,period,Rating
Fluminense,2025-10-29,2007.93
Fluminense,2025-11-02,2007.68
Fluminense,2025-11-06,2000.27
Fluminense,2025-11-09,1978.96
Fluminense,2025-11-20,1970.2
Fluminense,2025-11-23,1959.85
Fluminense,2025-11-28,1997.18
Fluminense,2025-12-03,2024.97
Fluminense,2025-12-07,2014.02
Fluminense,2025-12-12,2027.79
Fluminense,2025-12-15,2010.11
Fluminense,2026-01-14,1952.05
Fluminense,2026-01-17,1917.18
Fluminense,2026-01-23,1942.07
Fluminense,2026-01-25,1863.25
Fluminense,2026-01-28,1956.54
Fluminense,2026-02-02,1964.28
Fluminense,2026-02-05,1936.46
Fluminense,2026-02-09,1975.9
Fluminense,2026-02-12,1940.01
Fluminense,2026-02-16,1949.28
Fluminense,2026-02-22,1982.8
Fluminense,2026-02-26,1947.92
Fluminense,2026-03-01,1960.6
Fluminense,2026-03-08,1959.26
Fluminense,2026-03-12,1952.0
Fluminense,2026-03-15,1949.34
Fluminense,2026-03-19,1976.9
Fluminense,2026-03-21,2006.95
Fluminense,2026-04-02,2015.05
Fluminense,2026-04-05,2005.87
Fluminense,2026-04-08,1999.09
Fluminense,2026-04-12,1966.28
Fluminense,2026-04-16,1968.78
Fluminense,2026-04-19,1971.48
Fluminense,2026-04-24,1961.86
Fluminense,2026-04-27,1966.95
Fluminense,2026-05-01,1927.05
Fluminense,2026-05-03,1936.96
Fluminense,2026-05-07,1929.77
Fluminense,2026-05-09,1934.14
Fluminense,2026-05-13,1930.62
Fluminense,2026-05-17,1940.29
Fluminense,2026-05-20,1976.72
Fluminense,2026-05-24,1978.63
Fluminense,2026-05-28,1956.54
Fluminense,2026-06-01,1972.07
Fluminense,2026-07-18,1965.68
Gremio Porto Alegre,2023-07-23,1958.26
Gremio Porto Alegre,2023-07-27,1967.62
Gremio Porto Alegre,2023-07-30,1955.55
Gremio Porto Alegre,2023-08-06,1947.56
Gremio Porto Alegre,2023-08-13,1922.72
Gremio Porto Alegre,2023-08-17,1953.72
Gremio Porto Alegre,2023-08-20,1920.93
Gremio Porto Alegre,2023-08-28,1919.0
Gremio Porto Alegre,2023-09-03,1930.63
Gremio Porto Alegre,2023-09-15,1923.6
Gremio Porto Alegre,2023-09-19,1921.04
Gremio Porto Alegre,2023-09-22,1911.16
Gremio Porto Alegre,2023-09-30,1943.17
Gremio Porto Alegre,2023-10-08,1935.11
Gremio Porto Alegre,2023-10-19,1939.13
Gremio Porto Alegre,2023-10-21,1907.35
Gremio Porto Alegre,2023-10-26,1873.08
Gremio Porto Alegre,2023-10-29,1862.55
Gremio Porto Alegre,2023-11-02,1866.33
Gremio Porto Alegre,2023-11-04,1868.6
Gremio Porto Alegre,2023-11-10,1875.93
Gremio Porto Alegre,2023-11-12,1891.21
Gremio Porto Alegre,2023-11-26,1897.94
Gremio Porto Alegre,2023-11-30,1912.36
Gremio Porto Alegre,2023-12-03,1912.46
Gremio Porto Alegre,2023-12-07,1926.95
Gremio Porto Alegre,2024-01-20,1959.92
Gremio Porto Alegre,2024-01-25,1968.78
Gremio Porto Alegre,2024-01-28,1931.29
Gremio Porto Alegre,2024-02-01,1954.67
Gremio Porto Alegre,2024-02-03,1948.27
Gremio Porto Alegre,2024-02-07,1913.05
Gremio Porto Alegre,2024-02-10,1908.0
Gremio Porto Alegre,2024-02-14,1894.15
Gremio Porto Alegre,2024-02-17,1898.57
Gremio Porto Alegre,2024-02-25,1906.69
Gremio Porto Alegre,2024-03-02,1900.16
Gremio Porto Alegre,2024-03-10,1908.43
Gremio Porto Alegre,2024-03-16,1921.0
Gremio Porto Alegre,2024-03-27,1927.11
Gremio Porto Alegre,2024-03-30,1936.92
Gremio Porto Alegre,2024-04-03,1855.4
Gremio Porto Alegre,2024-04-10,1841.35
Gremio Porto Alegre,2024-04-14,1880.16
Gremio Porto Alegre,2024-04-18,1835.22
Gremio Porto Alegre,2024-04-20,1874.66
Gremio Porto Alegre,2024-04-24,1901.76
Gremio Porto Alegre,2024-04-28,1905.22
Gremio Porto Alegre,2024-05-01,1903.46
Gremio Porto Alegre,2024-05-30,1894.65
Gremio Porto Alegre,2024-06-01,1881.18
Gremio Porto Alegre,2024-06-05,1877.01
Gremio Porto Alegre,2024-06-09,1931.2
Gremio Porto Alegre,2024-06-14,1942.32
Gremio Porto Alegre,2024-06-16,1885.14
Gremio Porto Alegre,2024-06-20,1880.44
Gremio Porto Alegre,2024-06-22,1882.03
Gremio Porto Alegre,2024-06-27,1875.68
Gremio Porto Alegre,2024-06-30,1881.69
Gremio Porto Alegre,2024-07-05,1895.83
Gremio Porto Alegre,2024-07-07,1902.54
Gremio Porto Alegre,2024-07-10,1892.08
Gremio Porto Alegre,2024-07-14,1892.99
Gremio Porto Alegre,2024-07-18,1871.43
Gremio Porto Alegre,2024-07-21,1867.36
Gremio Porto Alegre,2024-07-26,1860.68
Gremio Porto Alegre,2024-07-29,1889.02
Gremio Porto Alegre,2024-08-01,1888.53
Gremio Porto Alegre,2024-08-04,1892.93
Gremio Porto Alegre,2024-08-08,1905.38
Gremio Porto Alegre,2024-08-11,1886.44
Gremio Porto Alegre,2024-08-14,1919.07
Gremio Porto Alegre,2024-08-17,1884.05
Gremio Porto Alegre,2024-08-21,1873.3
Gremio Porto Alegre,2024-08-25,1888.01
Gremio Porto Alegre,2024-09-01,1911.55
Gremio Porto Alegre,2024-09-15,1912.53
Gremio Porto Alegre,2024-09-22,1938.34
Gremio Porto Alegre,2024-09-26,1922.14
Gremio Porto Alegre,2024-09-29,1928.91
Gremio Porto Alegre,2024-10-05,1919.95
Gremio Porto Alegre,2024-10-10,1912.36
Gremio Porto Alegre,2024-10-19,1918.76
Gremio Porto Alegre,2024-10-26,1929.28
Gremio Porto Alegre,2024-11-02,1924.56
Gremio Porto Alegre,2024-11-09,1924.4
Gremio Porto Alegre,2024-11-20,1900.64
Gremio Porto Alegre,2024-11-28,1902.48
Gremio Porto Alegre,2024-12-01,1904.03
Gremio Porto Alegre,2024-12-05,1896.18
Gremio Porto Alegre,2024-12-08,1892.53
Gremio Porto Alegre,2025-01-23,1926.8
Gremio Porto Alegre,2025-01-27,1945.78
Gremio Porto Alegre,2025-01-30,1917.61
Gremio Porto Alegre,2025-02-01,1924.28
Gremio Porto Alegre,2025-02-06,1931.41
Gremio Porto Alegre,2025-02-09,1935.33
Gremio Porto Alegre,2025-02-12,1933.12
Gremio Porto Alegre,2025-02-15,1912.98
Gremio Porto Alegre,2025-02-19,1963.85
Gremio Porto Alegre,2025-02-23,1982.03
Gremio Porto Alegre,2025-03-01,1978.87
Gremio Porto Alegre,2025-03-08,1966.4
Gremio Porto Alegre,2025-03-12,1980.57
Gremio Porto Alegre,2025-03-16,1957.26
Gremio Porto Alegre,2025-03-29,1964.8
Gremio Porto Alegre,2025-04-03,1948.24
Gremio Porto Alegre,2025-04-05,1919.99
Gremio Porto Alegre,2025-04-09,1918.74
Gremio Porto Alegre,2025-04-13,1905.03
Gremio Porto Alegre,2025-04-17,1920.08
Gremio Porto Alegre,2025-04-20,1903.65
Gremio Porto Alegre,2025-04-25,1888.26
Gremio Porto Alegre,2025-04-27,1882.97
Gremio Porto Alegre,2025-05-01,1901.22
Gremio Porto Alegre,2025-05-04,1912.46
Gremio Porto Alegre,2025-05-08,1909.02
Gremio Porto Alegre,2025-05-10,1899.12
Gremio Porto Alegre,2025-05-14,1901.38
Gremio Porto Alegre,2025-05-18,1898.88
Gremio Porto Alegre,2025-05-21,1902.1
Gremio Porto Alegre,2025-05-25,1868.7
Gremio Porto Alegre,2025-05-30,1895.53
Gremio Porto Alegre,2025-06-01,1887.29
Gremio Porto Alegre,2025-06-13,1884.12
Gremio Porto Alegre,2025-07-14,1856.08
Gremio Porto Alegre,2025-07-17,1838.5
Gremio Porto Alegre,2025-07-19,1858.68
Gremio Porto Alegre,2025-07-24,1845.51
Gremio Porto Alegre,2025-07-27,1849.26
Gremio Porto Alegre,2025-07-30,1872.2
Gremio Porto Alegre,2025-08-03,1898.3
Gremio Porto Alegre,2025-08-11,1910.9
Gremio Porto Alegre,2025-08-17,1894.08
Gremio Porto Alegre,2025-08-24,1886.13
Gremio Porto Alegre,2025-08-31,1882.01
Gremio Porto Alegre,2025-09-13,1874.49
Gremio Porto Alegre,2025-09-21,1881.76
Gremio Porto Alegre,2025-09-25,1888.84
Gremio Porto Alegre,2025-09-28,1874.76
Gremio Porto Alegre,2025-10-02,1857.91
Gremio Porto Alegre,2025-10-04,1856.51
Gremio Porto Alegre,2025-10-17,1830.12
Gremio Porto Alegre,2025-10-20,1812.06
Gremio Porto Alegre,2025-10-26,1812.4
Gremio Porto Alegre,2025-11-02,1823.8
Gremio Porto Alegre,2025-11-06,1832.97
Gremio Porto Alegre,2025-11-10,1840.79
Gremio Porto Alegre,2025-11-20,1861.54
Gremio Porto Alegre,2025-11-22,1884.17
Gremio Porto Alegre,2025-11-26,1923.2
Gremio Porto Alegre,2025-12-03,1895.41
Gremio Porto Alegre,2025-12-07,1913.5
Gremio Porto Alegre,2026-01-11,1926.32
Gremio Porto Alegre,2026-01-15,1935.49
Gremio Porto Alegre,2026-01-17,1952.35
Gremio Porto Alegre,2026-01-22,1939.53
Gremio Porto Alegre,2026-01-26,1966.03
Gremio Porto Alegre,2026-01-28,1872.74
Gremio Porto Alegre,2026-01-31,1831.88
Gremio Porto Alegre,2026-02-05,1777.95
Gremio Porto Alegre,2026-02-07,1814.4
Gremio Porto Alegre,2026-02-12,1828.77
Gremio Porto Alegre,2026-02-15,1878.03
Gremio Porto Alegre,2026-02-22,1901.24
Gremio Porto Alegre,2026-02-26,1893.96
Gremio Porto Alegre,2026-03-01,1880.66
Gremio Porto Alegre,2026-03-08,1874.09
Gremio Porto Alegre,2026-03-13,1860.45
Gremio Porto Alegre,2026-03-17,1880.66
Gremio Porto Alegre,2026-03-19,1880.75
Gremio Porto Alegre,2026-03-22,1856.38
Gremio Porto Alegre,2026-04-03,1869.3
Gremio Porto Alegre,2026-04-06,1875.74
Gremio Porto Alegre,2026-04-09,1873.08
Gremio Porto Alegre,2026-04-12,1873.82
Gremio Porto Alegre,2026-04-15,1880.09
Gremio Porto Alegre,2026-04-19,1879.86
Gremio Porto Alegre,2026-04-22,1891.25
Gremio Porto Alegre,2026-04-26,1887.67
Gremio Porto Alegre,2026-04-30,1876.2
Gremio Porto Alegre,2026-05-03,1884.18
Gremio Porto Alegre,2026-05-06,1880.99
Gremio Porto Alegre,2026-05-11,1870.89
Gremio Porto Alegre,2026-05-15,1887.98
Gremio Porto Alegre,2026-05-17,1872.19
Gremio Porto Alegre,2026-05-21,1857.07
Gremio Porto Alegre,2026-05-24,1886.97
Gremio Porto Alegre,2026-05-27,1862.21
Gremio Porto Alegre,2026-05-30,1836.45
Gremio Porto Alegre,2026-07-18,1823.61
Gremio Porto Alegre,2026-07-24,1805.3
Internacional,2023-07-23,1895.02
Internacional,2023-07-29,1901.97
Internacional,2023-08-02,1914.68
Internacional,2023-08-05,1889.57
Internacional,2023-08-09,1897.15
Internacional,2023-08-13,1903.67
Internacional,2023-08-19,1881.77
Internacional,2023-08-23,1832.91
Internacional,2023-08-26,1838.55
Internacional,2023-08-30,1854.66
Internacional,2023-09-02,1862.02
Internacional,2023-09-14,1856.52
Internacional,2023-09-22,1854.54
Internacional,2023-09-28,1872.34
Internacional,2023-10-01,1846.26
Internacional,2023-10-05,1861.49
Internacional,2023-10-08,1869.56
Internacional,2023-10-19,1873.53
Internacional,2023-10-22,1890.24
Internacional,2023-10-27,1892.52
Internacional,2023-10-29,1894.22
Internacional,2023-11-01,1887.93
Internacional,2023-11-05,1889.39
Internacional,2023-11-08,1898.54
Internacional,2023-11-12,1905.85
Internacional,2023-11-26,1900.99
Internacional,2023-11-30,1911.28
Internacional,2023-12-02,1908.2
Internacional,2023-12-07,1917.45
Internacional,2024-01-21,1898.77
Internacional,2024-01-24,1874.96
Internacional,2024-01-27,1891.11
Internacional,2024-01-31,1906.57
Internacional,2024-02-03,1913.42
Internacional,2024-02-08,1954.89
Internacional,2024-02-11,1947.98
Internacional,2024-02-15,1938.82
Internacional,2024-02-19,1936.8
Internacional,2024-02-25,1928.68
Internacional,2024-02-29,1930.99
Internacional,2024-03-02,1899.34
Internacional,2024-03-09,1893.09
Internacional,2024-03-14,1930.09
Internacional,2024-03-17,1975.86
Internacional,2024-03-26,1999.54
Internacional,2024-04-03,1973.2
Internacional,2024-04-11,1987.33
Internacional,2024-04-13,1935.32
Internacional,2024-04-18,1929.53
Internacional,2024-04-21,1925.47
Internacional,2024-04-26,1913.2
Internacional,2024-04-29,1946.01
Internacional,2024-05-29,1960.2
Internacional,2024-06-01,1981.62
Internacional,2024-06-05,1997.9
Internacional,2024-06-09,2009.7
Internacional,2024-06-14,1992.25
Internacional,2024-06-16,1962.49
Internacional,2024-06-20,1950.53
Internacional,2024-06-22,1948.93
Internacional,2024-06-27,1963.43
Internacional,2024-06-30,1961.81
Internacional,2024-07-05,1941.88
Internacional,2024-07-07,1949.01
Internacional,2024-07-11,1939.38
Internacional,2024-07-13,1963.36
Internacional,2024-07-17,1957.72
Internacional,2024-07-20,1939.94
Internacional,2024-07-24,1961.16
Internacional,2024-07-28,1960.72
Internacional,2024-08-04,1955.52
Internacional,2024-08-12,1937.28
Internacional,2024-08-15,1921.97
Internacional,2024-08-18,1937.16
Internacional,2024-08-26,1941.29
Internacional,2024-08-29,1949.84
Internacional,2024-09-01,1948.56
Internacional,2024-09-12,1941.63
Internacional,2024-09-17,1983.43
Internacional,2024-09-22,2009.2
Internacional,2024-09-26,2002.05
Internacional,2024-09-29,2013.95
Internacional,2024-10-06,2005.84
Internacional,2024-10-19,1999.44
Internacional,2024-10-27,2037.29
Internacional,2024-10-30,2051.91
Internacional,2024-11-06,2053.3
Internacional,2024-11-08,2060.17
Internacional,2024-11-22,2054.76
Internacional,2024-11-24,2045.4
Internacional,2024-12-01,2014.81
Internacional,2024-12-05,1994.42
Internacional,2024-12-08,1994.37
Internacional,2025-01-22,1993.82
Internacional,2025-01-25,1993.56
Internacional,2025-01-29,2000.35
Internacional,2025-02-03,2019.76
Internacional,2025-02-06,1975.53
Internacional,2025-02-09,1971.61
Internacional,2025-02-13,1993.45
Internacional,2025-02-15,1965.58
Internacional,2025-02-22,1951.87
Internacional,2025-03-02,1990.55
Internacional,2025-03-08,2003.01
Internacional,2025-03-16,2026.32
Internacional,2025-03-30,2024.89
Internacional,2025-04-04,2022.09
Internacional,2025-04-06,2032.71
Internacional,2025-04-11,2026.54
Internacional,2025-04-14,2022.7
Internacional,2025-04-17,2014.99
Internacional,2025-04-20,2031.42
Internacional,2025-04-23,2045.64
Internacional,2025-04-26,2034.08
Internacional,2025-04-30,2055.82
Internacional,2025-05-03,2042.61
Internacional,2025-05-09,2001.32
Internacional,2025-05-12,2001.72
Internacional,2025-05-16,2000.39
Internacional,2025-05-19,1963.28
Internacional,2025-05-23,2006.3
Internacional,2025-05-25,1958.47
Internacional,2025-05-29,1944.64
Internacional,2025-06-02,1946.77
Internacional,2025-06-13,1947.89
Internacional,2025-07-12,1954.86
Internacional,2025-07-20,1971.09
Internacional,2025-07-24,1991.27
Internacional,2025-07-27,1967.05
Internacional,2025-07-31,1979.8
Internacional,2025-08-04,1956.39
Internacional,2025-08-07,1973.55
Internacional,2025-08-09,1975.14
Internacional,2025-08-14,1959.74
Internacional,2025-08-17,1955.67
Internacional,2025-08-21,1972.95
Internacional,2025-08-23,1970.86
Internacional,2025-09-01,1965.28
Internacional,2025-09-13,1945.26
Internacional,2025-09-21,1937.99
Internacional,2025-09-27,1918.52
Internacional,2025-10-02,1933.51
Internacional,2025-10-04,1920.94
Internacional,2025-10-16,1929.57
Internacional,2025-10-19,1928.24
Internacional,2025-10-23,1906.04
Internacional,2025-10-25,1910.62
Internacional,2025-11-02,1892.38
Internacional,2025-11-05,1899.36
Internacional,2025-11-08,1901.97
Internacional,2025-11-21,1894.64
Internacional,2025-11-25,1900.31
Internacional,2025-11-28,1920.53
Internacional,2025-12-04,1933.12
Internacional,2025-12-07,1940.04
Internacional,2026-01-11,1891.35
Internacional,2026-01-15,1862.07
Internacional,2026-01-18,1835.95
Internacional,2026-01-21,1881.99
Internacional,2026-01-26,1855.49
Internacional,2026-01-28,1837.9
Internacional,2026-01-31,1795.24
Internacional,2026-02-04,1783.94
Internacional,2026-02-08,1785.18
Internacional,2026-02-13,1786.43
Internacional,2026-02-16,1850.44
Internacional,2026-02-21,1876.32
Internacional,2026-02-25,1903.78
Internacional,2026-03-01,1917.09
Internacional,2026-03-08,1923.66
Internacional,2026-03-11,1915.97
Internacional,2026-03-15,1939.07
Internacional,2026-03-19,1951.59
Internacional,2026-03-22,1946.89
Internacional,2026-04-02,1942.05
Internacional,2026-04-06,1945.15
Internacional,2026-04-12,1944.4
Internacional,2026-04-19,1934.97
Internacional,2026-04-23,1931.54
Internacional,2026-04-25,1943.35
Internacional,2026-05-03,1933.44
Internacional,2026-05-09,1934.38
Internacional,2026-05-13,1953.22
Internacional,2026-05-16,1937.28
Internacional,2026-05-23,1937.54
Internacional,2026-05-31,1933.43
Internacional,2026-07-23,1932.35
Mirassol,2023-07-20,1764.26
Mirassol,2023-07-22,1756.32
Mirassol,2023-07-29,1768.06
Mirassol,2023-08-02,1778.57
Mirassol,2023-08-05,1790.52
Mirassol,2023-08-08,1773.86
Mirassol,2023-08-12,1784.63
Mirassol,2023-08-18,1775.78
Mirassol,2023-08-23,1785.23
Mirassol,2023-09-02,1779.07
Mirassol,2023-09-10,1789.01
Mirassol,2023-09-16,1803.84
Mirassol,2023-09-23,1811.49
Mirassol,2023-09-29,1815.69
Mirassol,2023-10-04,1820.85
Mirassol,2023-10-11,1840.79
Mirassol,2023-10-21,1848.67
Mirassol,2023-10-28,1847.13
Mirassol,2023-11-03,1856.73
Mirassol,2023-11-12,1869.39
Mirassol,2023-11-18,1862.29
Mirassol,2023-11-25,1846.64
Mirassol,2024-01-21,1847.19
Mirassol,2024-01-23,1798.83
Mirassol,2024-01-28,1814.37
Mirassol,2024-02-01,1794.53
Mirassol,2024-02-03,1799.94
Mirassol,2024-02-08,1800.75
Mirassol,2024-02-11,1802.29
Mirassol,2024-02-14,1800.39
Mirassol,2024-02-17,1815.43
Mirassol,2024-02-24,1816.32
Mirassol,2024-03-02,1822.66
Mirassol,2024-03-10,1821.55
Mirassol,2024-04-24,1797.34
Mirassol,2024-04-30,1809.19
Mirassol,2024-05-08,1814.24
Mirassol,2024-05-12,1814.19
Mirassol,2024-05-16,1819.22
Mirassol,2024-05-19,1802.81
Mirassol,2024-05-29,1793.15
Mirassol,2024-06-05,1796.2
Mirassol,2024-06-12,1797.97
Mirassol,2024-06-16,1794.54
Mirassol,2024-06-21,1798.8
Mirassol,2024-06-26,1815.74
Mirassol,2024-07-03,1835.41
Mirassol,2024-07-10,1847.83
Mirassol,2024-07-13,1849.63
Mirassol,2024-07-20,1833.33
Mirassol,2024-07-24,1819.88
Mirassol,2024-07-27,1822.8
Mirassol,2024-08-05,1815.87
Mirassol,2024-08-10,1813.24
Mirassol,2024-08-17,1822.24
Mirassol,2024-08-22,1817.39
Mirassol,2024-08-26,1814.14
Mirassol,2024-09-04,1808.07
Mirassol,2024-09-07,1795.1
Mirassol,2024-09-14,1807.35
Mirassol,2024-09-18,1807.61
Mirassol,2024-09-21,1805.66
Mirassol,2024-09-29,1796.54
Mirassol,2024-10-05,1796.34
Mirassol,2024-10-12,1803.13
Mirassol,2024-10-19,1808.75
Mirassol,2024-10-23,1802.54
Mirassol,2024-10-26,1805.17
Mirassol,2024-11-06,1829.18
Mirassol,2024-11-10,1854.4
Mirassol,2024-11-15,1833.11
Mirassol,2024-11-24,1870.38
Mirassol,2025-01-17,1867.77
Mirassol,2025-01-19,1841.94
Mirassol,2025-01-23,1851.8
Mirassol,2025-01-26,1831.28
Mirassol,2025-01-29,1834.93
Mirassol,2025-02-02,1818.34
Mirassol,2025-02-05,1827.87
Mirassol,2025-02-08,1831.6
Mirassol,2025-02-12,1819.26
Mirassol,2025-02-18,1813.72
Mirassol,2025-02-20,1830.55
Mirassol,2025-02-23,1784.32
Mirassol,2025-03-02,1784.93
Mirassol,2025-03-29,1765.41
Mirassol,2025-04-06,1809.8
Mirassol,2025-04-13,1818.84
Mirassol,2025-04-17,1803.78
Mirassol,2025-04-20,1825.31
Mirassol,2025-04-26,1813.95
Mirassol,2025-05-06,1805.51
Mirassol,2025-05-10,1812.28
Mirassol,2025-05-19,1849.38
Mirassol,2025-05-24,1854.12
Mirassol,2025-06-01,1876.46
Mirassol,2025-07-17,1860.11
Mirassol,2025-07-19,1851.74
Mirassol,2025-07-24,1848.11
Mirassol,2025-07-26,1864.72
Mirassol,2025-08-02,1888.2
Mirassol,2025-08-09,1886.47
Mirassol,2025-08-19,1896.38
Mirassol,2025-08-24,1922.08
Mirassol,2025-08-31,1929.33
Mirassol,2025-09-13,1936.85
Mirassol,2025-09-18,1930.22
Mirassol,2025-09-21,1924.47
Mirassol,2025-09-28,1941.34
Mirassol,2025-10-02,1932.76
Mirassol,2025-10-05,1909.58
Mirassol,2025-10-09,1903.63
Mirassol,2025-10-16,1895.0
Mirassol,2025-10-19,1899.64
Mirassol,2025-10-25,1910.78
Mirassol,2025-11-01,1907.56
Mirassol,2025-11-06,1914.97
Mirassol,2025-11-10,1907.75
Mirassol,2025-11-20,1900.26
Mirassol,2025-11-24,1913.65
Mirassol,2025-11-29,1901.74
Mirassol,2025-12-02,1895.76
Mirassol,2025-12-06,2002.43
Mirassol,2026-01-12,1921.99
Mirassol,2026-01-14,1926.87
Mirassol,2026-01-18,1937.95
Mirassol,2026-01-22,1902.03
Mirassol,2026-01-24,1902.57
Mirassol,2026-01-30,1919.7
Mirassol,2026-02-01,1907.13
Mirassol,2026-02-05,1906.0
Mirassol,2026-02-08,1902.93
Mirassol,2026-02-11,1915.47
Mirassol,2026-02-16,1904.39
Mirassol,2026-03-11,1921.19
Mirassol,2026-03-15,1935.53
Mirassol,2026-03-19,1930.84
Mirassol,2026-03-22,1941.97
Mirassol,2026-04-02,1947.72
Mirassol,2026-04-06,1921.17
Mirassol,2026-04-09,1920.39
Mirassol,2026-04-11,1912.08
Mirassol,2026-04-15,1866.47
Mirassol,2026-04-19,1875.9
Mirassol,2026-04-23,1847.55
Mirassol,2026-04-26,1866.53
Mirassol,2026-04-30,1915.47
Mirassol,2026-05-04,1902.25
Mirassol,2026-05-08,1884.44
Mirassol,2026-05-10,1876.3
Mirassol,2026-05-14,1846.92
Mirassol,2026-05-16,1848.12
Mirassol,2026-05-20,1868.03
Mirassol,2026-05-24,1866.12
Mirassol,2026-05-27,1835.31
Mirassol,2026-05-30,1846.74
Mirassol,2026-07-18,1859.59
Palmeiras,2023-07-22,2021.95
Palmeiras,2023-07-30,2014.71
Palmeiras,2023-08-03,2024.88
Palmeiras,2023-08-06,2004.29
Palmeiras,2023-08-10,2013.04
Palmeiras,2023-08-15,2021.04
Palmeiras,2023-08-19,2025.71
Palmeiras,2023-08-24,2034.92
Palmeiras,2023-08-27,2038.54
Palmeiras,2023-08-31,2041.45
Palmeiras,2023-09-03,2053.33
Palmeiras,2023-09-16,2066.79
Palmeiras,2023-09-22,2076.68
Palmeiras,2023-09-29,2053.72
Palmeiras,2023-10-01,2019.1
Palmeiras,2023-10-06,2003.78
Palmeiras,2023-10-08,1981.63
Palmeiras,2023-10-20,1998.11
Palmeiras,2023-10-22,2007.58
Palmeiras,2023-10-26,1990.91
Palmeiras,2023-10-29,2004.64
Palmeiras,2023-11-02,2025.62
Palmeiras,2023-11-05,2016.23
Palmeiras,2023-11-09,2016.95
Palmeiras,2023-11-12,2009.64
Palmeiras,2023-11-26,2015.28
Palmeiras,2023-11-30,2031.84
Palmeiras,2023-12-03,2060.55
Palmeiras,2023-12-07,2078.19
Palmeiras,2024-01-21,2109.01
Palmeiras,2024-01-25,2085.8
Palmeiras,2024-01-28,2076.3
Palmeiras,2024-01-31,2035.39
Palmeiras,2024-02-09,2052.81
Palmeiras,2024-02-12,2081.59
Palmeiras,2024-02-15,2055.33
Palmeiras,2024-02-18,2048.13
Palmeiras,2024-02-24,2047.25
Palmeiras,2024-02-28,2051.3
Palmeiras,2024-03-04,2061.56
Palmeiras,2024-03-09,2076.32
Palmeiras,2024-03-16,2064.7
Palmeiras,2024-03-29,2069.88
Palmeiras,2024-04-04,2016.74
Palmeiras,2024-04-12,2029.78
Palmeiras,2024-04-14,2059.8
Palmeiras,2024-04-18,2065.59
Palmeiras,2024-04-21,2055.12
Palmeiras,2024-04-25,2023.53
Palmeiras,2024-04-30,2033.11
Palmeiras,2024-05-03,2020.65
Palmeiras,2024-05-05,2056.49
Palmeiras,2024-05-10,2025.08
Palmeiras,2024-05-12,2023.56
Palmeiras,2024-05-16,2023.51
Palmeiras,2024-05-24,2048.31
Palmeiras,2024-05-31,2024.24
Palmeiras,2024-06-02,2011.43
Palmeiras,2024-06-14,2030.89
Palmeiras,2024-06-18,2038.68
Palmeiras,2024-06-21,2049.84
Palmeiras,2024-06-23,2042.96
Palmeiras,2024-06-27,2056.3
Palmeiras,2024-07-02,2064.25
Palmeiras,2024-07-05,2050.11
Palmeiras,2024-07-07,2041.38
Palmeiras,2024-07-12,2037.7
Palmeiras,2024-07-18,2045.83
Palmeiras,2024-07-21,2051.33
Palmeiras,2024-07-25,2033.13
Palmeiras,2024-07-28,2027.55
Palmeiras,2024-08-01,2032.14
Palmeiras,2024-08-04,2037.34
Palmeiras,2024-08-08,2034.56
Palmeiras,2024-08-11,2012.95
Palmeiras,2024-08-15,2025.93
Palmeiras,2024-08-18,2030.84
Palmeiras,2024-08-22,2040.51
Palmeiras,2024-08-24,2040.78
Palmeiras,2024-09-01,2062.09
Palmeiras,2024-09-15,2076.85
Palmeiras,2024-09-22,2081.14
Palmeiras,2024-09-28,2063.11
Palmeiras,2024-10-05,2076.82
Palmeiras,2024-10-21,2080.95
Palmeiras,2024-10-26,2105.14
Palmeiras,2024-11-05,2100.33
Palmeiras,2024-11-09,2100.48
Palmeiras,2024-11-20,2098.51
Palmeiras,2024-11-23,2127.54
Palmeiras,2024-11-27,2116.39
Palmeiras,2024-12-05,2109.28
Palmeiras,2024-12-08,2110.87
Palmeiras,2025-01-16,2074.41
Palmeiras,2025-01-18,2051.52
Palmeiras,2025-01-23,2048.51
Palmeiras,2025-01-26,2048.47
Palmeiras,2025-01-28,2068.73
Palmeiras,2025-02-02,2042.59
Palmeiras,2025-02-07,2018.12
Palmeiras,2025-02-09,2035.75
Palmeiras,2025-02-13,2021.81
Palmeiras,2025-02-16,2041.65
Palmeiras,2025-02-20,2027.34
Palmeiras,2025-02-23,2073.57
Palmeiras,2025-03-02,2076.48
Palmeiras,2025-03-11,2083.41
Palmeiras,2025-03-16,2086.03
Palmeiras,2025-03-28,2085.66
Palmeiras,2025-03-30,2091.35
Palmeiras,2025-04-04,2073.57
Palmeiras,2025-04-06,2065.36
Palmeiras,2025-04-10,2075.5
Palmeiras,2025-04-12,2052.89
Palmeiras,2025-04-17,2060.6
Palmeiras,2025-04-20,2061.2
Palmeiras,2025-04-25,2034.44
Palmeiras,2025-04-27,2059.95
Palmeiras,2025-05-01,2068.11
Palmeiras,2025-05-04,2088.64
Palmeiras,2025-05-08,2074.13
Palmeiras,2025-05-11,2061.47
Palmeiras,2025-05-16,2082.11
Palmeiras,2025-05-18,2078.99
Palmeiras,2025-05-23,2085.76
Palmeiras,2025-05-25,2098.93
Palmeiras,2025-05-29,2062.9
Palmeiras,2025-06-02,2036.41
Palmeiras,2025-06-19,2123.02
Palmeiras,2025-06-24,2109.49
Palmeiras,2025-06-28,2104.79
Palmeiras,2025-07-05,2127.78
