Team,period,Rating,Country
AD Confianca Aracaju,2023-07-22,1624.61,Brazil
AD Confianca Aracaju,2023-07-29,1623.53,Brazil
AD Confianca Aracaju,2023-08-08,1622.29,Brazil
AD Confianca Aracaju,2023-08-12,1617.33,Brazil
AD Confianca Aracaju,2023-08-19,1627.92,Brazil
AD Confianca Aracaju,2023-08-26,1656.72,Brazil
AD Confianca Aracaju,2024-01-06,1623.2,Brazil
AD Confianca Aracaju,2024-01-13,1642.11,Brazil
AD Confianca Aracaju,2024-01-21,1650.98,Brazil
AD Confianca Aracaju,2024-01-27,1624.66,Brazil
AD Confianca Aracaju,2024-01-31,1648.52,Brazil
AD Confianca Aracaju,2024-02-04,1671.91,Brazil
AD Confianca Aracaju,2024-02-10,1647.72,Brazil
AD Confianca Aracaju,2024-02-23,1656.37,Brazil
AD Confianca Aracaju,2024-02-28,1652.84,Brazil
AD Confianca Aracaju,2024-03-03,1648.45,Brazil
AD Confianca Aracaju,2024-03-13,1661.92,Brazil
AD Confianca Aracaju,2024-04-23,1630.01,Brazil
AD Confianca Aracaju,2024-04-30,1621.52,Brazil
AD Confianca Aracaju,2024-05-04,1617.97,Brazil
AD Confianca Aracaju,2024-05-19,1610.74,Brazil
AD Confianca Aracaju,2024-05-25,1609.89,Brazil
AD Confianca Aracaju,2024-06-01,1616.23,Brazil
AD Confianca Aracaju,2024-06-11,1624.83,Brazil
AD Confianca Aracaju,2024-06-16,1607.78,Brazil
AD Confianca Aracaju,2024-06-28,1614.61,Brazil
AD Confianca Aracaju,2024-07-02,1636.69,Brazil
AD Confianca Aracaju,2024-07-08,1642.63,Brazil
AD Confianca Aracaju,2024-07-13,1631.08,Brazil
AD Confianca Aracaju,2024-07-23,1636.03,Brazil
AD Confianca Aracaju,2024-07-29,1634.4,Brazil
AD Confianca Aracaju,2024-08-01,1629.63,Brazil
AD Confianca Aracaju,2024-08-04,1610.86,Brazil
AD Confianca Aracaju,2024-08-10,1609.53,Brazil
AD Confianca Aracaju,2024-08-19,1627.14,Brazil
AD Confianca Aracaju,2024-08-24,1610.78,Brazil
AD Confianca Aracaju,2025-01-13,1610.78,Brazil
AD Confianca Aracaju,2025-01-16,1669.24,Brazil
AD Confianca Aracaju,2025-01-22,1676.63,Brazil
AD Confianca Aracaju,2025-01-26,1699.49,Brazil
AD Confianca Aracaju,2025-01-29,1694.08,Brazil
AD Confianca Aracaju,2025-02-02,1698.57,Brazil
AD Confianca Aracaju,2025-02-05,1715.6,Brazil
AD Confianca Aracaju,2025-02-09,1700.58,Brazil
AD Confianca Aracaju,2025-02-12,1692.49,Brazil
AD Confianca Aracaju,2025-02-15,1696.49,Brazil
AD Confianca Aracaju,2025-02-18,1705.45,Brazil
AD Confianca Aracaju,2025-02-23,1692.43,Brazil
AD Confianca Aracaju,2025-03-01,1661.8,Brazil
AD Confianca Aracaju,2025-03-08,1689.85,Brazil
AD Confianca Aracaju,2025-03-13,1673.7,Brazil
AD Confianca Aracaju,2025-03-15,1666.75,Brazil
AD Confianca Aracaju,2025-03-19,1690.83,Brazil
AD Confianca Aracaju,2025-03-22,1696.96,Brazil
AD Confianca Aracaju,2025-03-29,1682.58,Brazil
AD Confianca Aracaju,2025-04-12,1670.72,Brazil
AD Confianca Aracaju,2025-04-20,1684.47,Brazil
AD Confianca Aracaju,2025-04-26,1681.27,Brazil
AD Confianca Aracaju,2025-05-03,1654.32,Brazil
AD Confianca Aracaju,2025-05-10,1664.34,Brazil
AD Confianca Aracaju,2025-05-20,1671.97,Brazil
AD Confianca Aracaju,2025-05-24,1657.32,Brazil
AD Confianca Aracaju,2025-06-01,1654.97,Brazil
AD Confianca Aracaju,2025-06-05,1713.38,Brazil
AD Confianca Aracaju,2025-06-07,1746.57,Brazil
AD Confianca Aracaju,2025-06-16,1748.29,Brazil
AD Confianca Aracaju,2025-06-29,1735.25,Brazil
AD Confianca Aracaju,2025-07-06,1698.4,Brazil
AD Confianca Aracaju,2025-07-09,1695.07,Brazil
AD Confianca Aracaju,2025-07-12,1703.39,Brazil
AD Confianca Aracaju,2025-07-20,1707.31,Brazil
AD Confianca Aracaju,2025-07-28,1711.42,Brazil
AD Confianca Aracaju,2025-08-05,1709.2,Brazil
AD Confianca Aracaju,2025-08-10,1709.98,Brazil
AD Confianca Aracaju,2025-08-18,1704.37,Brazil
AD Confianca Aracaju,2025-08-21,1705.17,Brazil
AD Confianca Aracaju,2025-08-26,1693.93,Brazil
AD Confianca Aracaju,2025-08-30,1734.37,Brazil
AD Confianca Aracaju,2025-09-04,1718.83,Brazil
AD Confianca Aracaju,2025-09-06,1740.01,Brazil
AD Confianca Aracaju,2026-01-10,1740.01,Brazil
AD Confianca Aracaju,2026-01-18,1738.2,Brazil
AD Confianca Aracaju,2026-01-22,1715.72,Brazil
AD Confianca Aracaju,2026-01-24,1686.37,Brazil
AD Confianca Aracaju,2026-01-31,1721.09,Brazil
AD Confianca Aracaju,2026-02-06,1705.27,Brazil
AD Confianca Aracaju,2026-02-08,1688.24,Brazil
AD Confianca Aracaju,2026-02-11,1688.74,Brazil
AD Confianca Aracaju,2026-02-14,1686.18,Brazil
AD Confianca Aracaju,2026-02-21,1680.37,Brazil
AD Confianca Aracaju,2026-02-26,1686.61,Brazil
AD Confianca Aracaju,2026-02-28,1689.2,Brazil
AD Confianca Aracaju,2026-03-07,1678.31,Brazil
AD Confianca Aracaju,2026-03-12,1677.4,Brazil
AD Confianca Aracaju,2026-03-14,1662.97,Brazil
AD Confianca Aracaju,2026-03-18,1653.59,Brazil
AD Confianca Aracaju,2026-03-26,1656.32,Brazil
AD Confianca Aracaju,2026-03-29,1699.85,Brazil
AD Confianca Aracaju,2026-04-06,1709.62,Brazil
AD Confianca Aracaju,2026-04-10,1725.58,Brazil
AD Confianca Aracaju,2026-04-12,1721.74,Brazil
AD Confianca Aracaju,2026-04-16,1739.72,Brazil
AD Confianca Aracaju,2026-04-18,1699.1,Brazil
AD Confianca Aracaju,2026-04-22,1687.71,Brazil
AD Confianca Aracaju,2026-04-25,1680.46,Brazil
AD Confianca Aracaju,2026-04-30,1668.42,Brazil
AD Confianca Aracaju,2026-05-03,1682.47,Brazil
AD Confianca Aracaju,2026-05-08,1691.63,Brazil
AD Confianca Aracaju,2026-05-11,1679.25,Brazil
AD Confianca Aracaju,2026-05-15,1662.16,Brazil
AD Confianca Aracaju,2026-05-19,1663.57,Brazil
AD Confianca Aracaju,2026-05-24,1686.82,Brazil
AD Confianca Aracaju,2026-05-30,1690.74,Brazil
AD Confianca Aracaju,2026-06-15,1696.78,Brazil
AD Confianca Aracaju,2026-06-23,1687.97,Brazil
AD Confianca Aracaju,2026-06-29,1672.36,Brazil
AD Confianca Aracaju,2026-07-05,1682.11,Brazil
AD Confianca Aracaju,2026-07-13,1675.18,Brazil
AO de Itabaiana,2024-01-14,1587.66,Brazil
AO de Itabaiana,2024-01-28,1573.63,Brazil
AO de Itabaiana,2024-01-31,1569.24,Brazil
AO de Itabaiana,2024-02-03,1530.22,Brazil
AO de Itabaiana,2024-02-08,1500.0,Brazil
AO de Itabaiana,2024-02-11,1467.28,Brazil
AO de Itabaiana,2024-02-14,1477.94,Brazil
AO de Itabaiana,2024-02-18,1491.45,Brazil
AO de Itabaiana,2024-02-21,1566.18,Brazil
AO de Itabaiana,2024-02-28,1606.82,Brazil
AO de Itabaiana,2024-03-03,1611.2,Brazil
AO de Itabaiana,2024-03-06,1598.6,Brazil
AO de Itabaiana,2024-03-09,1582.91,Brazil
AO de Itabaiana,2024-03-16,1550.78,Brazil
AO de Itabaiana,2024-03-21,1535.77,Brazil
AO de Itabaiana,2024-03-24,1538.47,Brazil
AO de Itabaiana,2024-03-28,1516.53,Brazil
AO de Itabaiana,2024-05-05,1519.54,Brazil
AO de Itabaiana,2024-05-11,1546.58,Brazil
AO de Itabaiana,2024-05-19,1547.39,Brazil
AO de Itabaiana,2024-05-26,1576.1,Brazil
AO de Itabaiana,2024-06-01,1593.45,Brazil
AO de Itabaiana,2024-06-09,1585.47,Brazil
AO de Itabaiana,2024-06-13,1595.85,Brazil
AO de Itabaiana,2024-06-16,1598.07,Brazil
AO de Itabaiana,2024-06-27,1650.55,Brazil
AO de Itabaiana,2024-07-04,1657.7,Brazil
AO de Itabaiana,2024-07-07,1667.72,Brazil
AO de Itabaiana,2024-07-14,1640.89,Brazil
AO de Itabaiana,2024-07-21,1613.84,Brazil
AO de Itabaiana,2024-07-28,1604.42,Brazil
AO de Itabaiana,2024-08-04,1612.59,Brazil
AO de Itabaiana,2024-08-11,1636.11,Brazil
AO de Itabaiana,2024-08-17,1655.74,Brazil
AO de Itabaiana,2024-08-25,1657.28,Brazil
AO de Itabaiana,2024-09-01,1648.9,Brazil
AO de Itabaiana,2024-09-08,1644.74,Brazil
AO de Itabaiana,2024-09-15,1610.91,Brazil
AO de Itabaiana,2025-01-12,1614.19,Brazil
AO de Itabaiana,2025-01-19,1609.2,Brazil
AO de Itabaiana,2025-01-22,1609.2,Brazil
AO de Itabaiana,2025-01-25,1597.71,Brazil
AO de Itabaiana,2025-02-01,1582.4,Brazil
AO de Itabaiana,2025-02-08,1583.42,Brazil
AO de Itabaiana,2025-02-16,1585.32,Brazil
AO de Itabaiana,2025-02-23,1598.34,Brazil
AO de Itabaiana,2025-03-01,1609.18,Brazil
AO de Itabaiana,2025-03-06,1618.56,Brazil
AO de Itabaiana,2025-03-09,1608.32,Brazil
AO de Itabaiana,2025-03-15,1599.05,Brazil
AO de Itabaiana,2025-03-22,1592.91,Brazil
AO de Itabaiana,2025-03-29,1607.29,Brazil
AO de Itabaiana,2025-04-13,1612.28,Brazil
AO de Itabaiana,2025-04-20,1635.18,Brazil
AO de Itabaiana,2025-04-27,1652.3,Brazil
AO de Itabaiana,2025-05-04,1643.46,Brazil
AO de Itabaiana,2025-05-13,1656.5,Brazil
AO de Itabaiana,2025-05-19,1631.37,Brazil
AO de Itabaiana,2025-05-25,1620.88,Brazil
AO de Itabaiana,2025-06-01,1616.1,Brazil
AO de Itabaiana,2025-06-16,1599.55,Brazil
AO de Itabaiana,2025-07-01,1602.22,Brazil
AO de Itabaiana,2025-07-06,1601.99,Brazil
AO de Itabaiana,2025-07-12,1593.67,Brazil
AO de Itabaiana,2025-07-20,1567.41,Brazil
AO de Itabaiana,2025-07-27,1556.59,Brazil
AO de Itabaiana,2025-08-04,1571.14,Brazil
AO de Itabaiana,2025-08-12,1592.25,Brazil
AO de Itabaiana,2025-08-16,1616.68,Brazil
AO de Itabaiana,2025-08-24,1637.68,Brazil
AO de Itabaiana,2025-08-30,1643.92,Brazil
AO de Itabaiana,2026-01-11,1596.55,Brazil
AO de Itabaiana,2026-01-17,1618.82,Brazil
AO de Itabaiana,2026-01-22,1646.95,Brazil
AO de Itabaiana,2026-01-25,1614.42,Brazil
AO de Itabaiana,2026-01-31,1614.43,Brazil
AO de Itabaiana,2026-02-05,1625.78,Brazil
AO de Itabaiana,2026-02-08,1642.82,Brazil
AO de Itabaiana,2026-02-11,1631.23,Brazil
AO de Itabaiana,2026-02-14,1652.91,Brazil
AO de Itabaiana,2026-02-21,1658.62,Brazil
AO de Itabaiana,2026-02-26,1652.38,Brazil
AO de Itabaiana,2026-02-28,1649.78,Brazil
AO de Itabaiana,2026-03-05,1695.89,Brazil
AO de Itabaiana,2026-03-08,1688.95,Brazil
AO de Itabaiana,2026-03-25,1711.61,Brazil
AO de Itabaiana,2026-04-07,1652.78,Brazil
AO de Itabaiana,2026-04-10,1636.83,Brazil
AO de Itabaiana,2026-04-13,1647.13,Brazil
AO de Itabaiana,2026-04-19,1652.14,Brazil
AO de Itabaiana,2026-04-23,1639.24,Brazil
AO de Itabaiana,2026-04-25,1652.32,Brazil
AO de Itabaiana,2026-04-30,1660.84,Brazil
AO de Itabaiana,2026-05-04,1658.58,Brazil
AO de Itabaiana,2026-05-09,1633.59,Brazil
AO de Itabaiana,2026-05-17,1626.15,Brazil
AO de Itabaiana,2026-05-24,1625.11,Brazil
AO de Itabaiana,2026-05-30,1655.85,Brazil
AO de Itabaiana,2026-06-14,1644.49,Brazil
AO de Itabaiana,2026-06-20,1638.45,Brazil
AO de Itabaiana,2026-06-28,1657.47,Brazil
AO de Itabaiana,2026-07-07,1667.66,Brazil
AO de Itabaiana,2026-07-14,1649.98,Brazil
Amazonas FC,2023-07-22,1691.13,Brazil
Amazonas FC,2023-07-31,1691.16,Brazil
Amazonas FC,2023-08-05,1693.62,Brazil
Amazonas FC,2023-08-12,1704.27,Brazil
Amazonas FC,2023-08-20,1689.53,Brazil
Amazonas FC,2023-08-26,1701.08,Brazil
Amazonas FC,2023-09-03,1692.05,Brazil
Amazonas FC,2023-09-09,1672.37,Brazil
Amazonas FC,2023-09-16,1670.25,Brazil
Amazonas FC,2023-09-24,1646.36,Brazil
Amazonas FC,2023-10-01,1663.66,Brazil
Amazonas FC,2023-10-07,1704.03,Brazil
Amazonas FC,2023-10-15,1695.83,Brazil
Amazonas FC,2023-10-22,1701.15,Brazil
Amazonas FC,2024-01-21,1697.08,Brazil
Amazonas FC,2024-01-25,1689.45,Brazil
Amazonas FC,2024-01-28,1694.38,Brazil
Amazonas FC,2024-02-03,1686.01,Brazil
Amazonas FC,2024-02-07,1694.08,Brazil
Amazonas FC,2024-02-11,1722.12,Brazil
Amazonas FC,2024-02-17,1736.2,Brazil
Amazonas FC,2024-02-22,1753.99,Brazil
Amazonas FC,2024-02-25,1738.74,Brazil
Amazonas FC,2024-03-01,1749.77,Brazil
Amazonas FC,2024-03-07,1720.37,Brazil
Amazonas FC,2024-03-09,1721.73,Brazil
Amazonas FC,2024-03-15,1717.17,Brazil
Amazonas FC,2024-03-17,1697.24,Brazil
Amazonas FC,2024-03-21,1734.76,Brazil
Amazonas FC,2024-03-23,1755.49,Brazil
Amazonas FC,2024-03-26,1703.18,Brazil
Amazonas FC,2024-04-20,1700.64,Brazil
Amazonas FC,2024-04-27,1679.43,Brazil
Amazonas FC,2024-05-02,1681.15,Brazil
Amazonas FC,2024-05-07,1678.57,Brazil
Amazonas FC,2024-05-11,1668.89,Brazil
Amazonas FC,2024-05-16,1675.56,Brazil
Amazonas FC,2024-05-18,1673.4,Brazil
Amazonas FC,2024-05-23,1652.7,Brazil
Amazonas FC,2024-05-29,1662.36,Brazil
Amazonas FC,2024-06-04,1665.73,Brazil
Amazonas FC,2024-06-08,1680.06,Brazil
Amazonas FC,2024-06-14,1688.29,Brazil
Amazonas FC,2024-06-19,1694.39,Brazil
Amazonas FC,2024-06-26,1703.26,Brazil
Amazonas FC,2024-06-30,1707.78,Brazil
Amazonas FC,2024-07-09,1710.76,Brazil
Amazonas FC,2024-07-13,1709.02,Brazil
Amazonas FC,2024-07-20,1722.81,Brazil
Amazonas FC,2024-07-25,1726.47,Brazil
Amazonas FC,2024-08-04,1726.89,Brazil
Amazonas FC,2024-08-10,1726.1,Brazil
Amazonas FC,2024-08-17,1725.62,Brazil
Amazonas FC,2024-08-21,1734.68,Brazil
Amazonas FC,2024-08-24,1745.22,Brazil
Amazonas FC,2024-09-01,1748.13,Brazil
Amazonas FC,2024-09-06,1755.7,Brazil
Amazonas FC,2024-09-14,1743.46,Brazil
Amazonas FC,2024-09-19,1740.28,Brazil
Amazonas FC,2024-09-24,1742.79,Brazil
Amazonas FC,2024-09-27,1744.1,Brazil
Amazonas FC,2024-10-05,1733.64,Brazil
Amazonas FC,2024-10-13,1728.97,Brazil
Amazonas FC,2024-10-19,1739.27,Brazil
Amazonas FC,2024-10-23,1737.93,Brazil
Amazonas FC,2024-10-26,1740.1,Brazil
Amazonas FC,2024-10-30,1745.77,Brazil
Amazonas FC,2024-11-05,1743.11,Brazil
Amazonas FC,2024-11-13,1729.49,Brazil
Amazonas FC,2024-11-16,1688.81,Brazil
Amazonas FC,2024-11-23,1696.71,Brazil
Amazonas FC,2025-01-25,1696.71,Brazil
Amazonas FC,2025-01-29,1766.49,Brazil
Amazonas FC,2025-02-02,1762.55,Brazil
Amazonas FC,2025-02-06,1793.26,Brazil
Amazonas FC,2025-02-08,1778.69,Brazil
Amazonas FC,2025-02-13,1786.76,Brazil
Amazonas FC,2025-02-21,1760.16,Brazil
Amazonas FC,2025-02-25,1794.53,Brazil
Amazonas FC,2025-02-28,1777.39,Brazil
Amazonas FC,2025-03-09,1736.76,Brazil
Amazonas FC,2025-03-13,1767.53,Brazil
Amazonas FC,2025-03-15,1768.22,Brazil
Amazonas FC,2025-03-19,1771.51,Brazil
Amazonas FC,2025-03-22,1761.26,Brazil
Amazonas FC,2025-04-02,1759.88,Brazil
Amazonas FC,2025-04-05,1752.13,Brazil
Amazonas FC,2025-04-13,1748.76,Brazil
Amazonas FC,2025-04-18,1715.31,Brazil
Amazonas FC,2025-04-21,1715.99,Brazil
Amazonas FC,2025-04-27,1737.37,Brazil
Amazonas FC,2025-05-03,1746.76,Brazil
Amazonas FC,2025-05-13,1722.97,Brazil
Amazonas FC,2025-05-20,1715.61,Brazil
Amazonas FC,2025-05-25,1685.61,Brazil
Amazonas FC,2025-06-03,1676.1,Brazil
Amazonas FC,2025-06-10,1689.14,Brazil
Amazonas FC,2025-06-16,1672.64,Brazil
Amazonas FC,2025-06-22,1678.67,Brazil
Amazonas FC,2025-06-30,1669.66,Brazil
Amazonas FC,2025-07-06,1668.27,Brazil
Amazonas FC,2025-07-16,1675.3,Brazil
Amazonas FC,2025-07-20,1678.66,Brazil
Amazonas FC,2025-07-24,1681.42,Brazil
Amazonas FC,2025-07-27,1696.16,Brazil
Amazonas FC,2025-08-03,1689.29,Brazil
Amazonas FC,2025-08-09,1703.18,Brazil
Amazonas FC,2025-08-16,1722.31,Brazil
Amazonas FC,2025-08-26,1711.42,Brazil
Amazonas FC,2025-08-31,1713.38,Brazil
Amazonas FC,2025-09-05,1699.01,Brazil
Amazonas FC,2025-09-16,1691.65,Brazil
Amazonas FC,2025-09-20,1692.34,Brazil
Amazonas FC,2025-09-25,1687.93,Brazil
Amazonas FC,2025-09-29,1687.62,Brazil
Amazonas FC,2025-10-04,1676.76,Brazil
Amazonas FC,2025-10-08,1680.66,Brazil
Amazonas FC,2025-10-12,1682.71,Brazil
Amazonas FC,2025-10-18,1694.44,Brazil
Amazonas FC,2025-10-28,1706.03,Brazil
Amazonas FC,2025-11-02,1698.7,Brazil
Amazonas FC,2025-11-10,1688.37,Brazil
Amazonas FC,2025-11-15,1711.83,Brazil
Amazonas FC,2025-11-23,1732.28,Brazil
Amazonas FC,2026-01-10,1734.34,Brazil
Amazonas FC,2026-01-17,1757.53,Brazil
Amazonas FC,2026-01-24,1770.21,Brazil
Amazonas FC,2026-01-28,1780.64,Brazil
Amazonas FC,2026-02-04,1765.93,Brazil
Amazonas FC,2026-02-08,1752.22,Brazil
Amazonas FC,2026-02-13,1740.76,Brazil
Amazonas FC,2026-02-19,1777.14,Brazil
Amazonas FC,2026-02-25,1764.99,Brazil
Amazonas FC,2026-03-01,1784.37,Brazil
Amazonas FC,2026-03-06,1775.7,Brazil
Amazonas FC,2026-03-13,1759.11,Brazil
Amazonas FC,2026-03-21,1769.29,Brazil
Amazonas FC,2026-04-06,1759.52,Brazil
Amazonas FC,2026-04-13,1763.53,Brazil
Amazonas FC,2026-04-19,1760.82,Brazil
Amazonas FC,2026-04-26,1745.01,Brazil
Amazonas FC,2026-04-30,1728.62,Brazil
Amazonas FC,2026-05-03,1740.7,Brazil
Amazonas FC,2026-05-10,1751.72,Brazil
Amazonas FC,2026-05-17,1756.18,Brazil
Amazonas FC,2026-05-24,1726.99,Brazil
Amazonas FC,2026-05-31,1710.71,Brazil
Amazonas FC,2026-06-13,1714.51,Brazil
Amazonas FC,2026-06-21,1696.72,Brazil
Amazonas FC,2026-07-01,1703.51,Brazil
Amazonas FC,2026-07-07,1693.31,Brazil
Amazonas FC,2026-07-12,1687.79,Brazil
America MG,2023-07-22,1794.68,Brazil
America MG,2023-07-30,1801.92,Brazil
America MG,2023-08-04,1786.9,Brazil
America MG,2023-08-06,1807.23,Brazil
America MG,2023-08-11,1812.18,Brazil
America MG,2023-08-13,1805.82,Brazil
America MG,2023-08-19,1811.95,Brazil
America MG,2023-08-25,1812.18,Brazil
America MG,2023-08-27,1809.66,Brazil
America MG,2023-09-01,1809.11,Brazil
America MG,2023-09-03,1799.8,Brazil
America MG,2023-09-16,1802.03,Brazil
America MG,2023-09-20,1804.48,Brazil
America MG,2023-09-26,1786.05,Brazil
America MG,2023-10-01,1784.97,Brazil
America MG,2023-10-08,1762.26,Brazil
America MG,2023-10-19,1770.53,Brazil
America MG,2023-10-22,1777.95,Brazil
America MG,2023-10-26,1778.3,Brazil
America MG,2023-10-29,1788.84,Brazil
America MG,2023-11-01,1795.12,Brazil
America MG,2023-11-04,1779.43,Brazil
America MG,2023-11-08,1786.62,Brazil
America MG,2023-11-12,1759.83,Brazil
America MG,2023-11-26,1719.91,Brazil
America MG,2023-11-30,1703.36,Brazil
America MG,2023-12-03,1681.59,Brazil
America MG,2023-12-06,1690.53,Brazil
America MG,2024-01-25,1691.47,Brazil
America MG,2024-01-29,1720.21,Brazil
America MG,2024-02-03,1759.22,Brazil
America MG,2024-02-07,1803.51,Brazil
America MG,2024-02-16,1797.55,Brazil
America MG,2024-02-18,1814.32,Brazil
America MG,2024-02-24,1812.55,Brazil
America MG,2024-02-28,1827.06,Brazil
America MG,2024-03-02,1821.65,Brazil
America MG,2024-03-09,1807.18,Brazil
America MG,2024-03-17,1811.44,Brazil
America MG,2024-04-20,1825.14,Brazil
America MG,2024-04-27,1837.94,Brazil
America MG,2024-05-04,1823.07,Brazil
America MG,2024-05-09,1845.44,Brazil
America MG,2024-05-16,1840.4,Brazil
America MG,2024-05-21,1871.76,Brazil
America MG,2024-05-25,1882.06,Brazil
America MG,2024-06-05,1878.78,Brazil
America MG,2024-06-09,1884.93,Brazil
America MG,2024-06-15,1892.43,Brazil
America MG,2024-06-20,1888.17,Brazil
America MG,2024-06-26,1877.03,Brazil
America MG,2024-07-02,1872.4,Brazil
America MG,2024-07-06,1871.8,Brazil
America MG,2024-07-13,1866.82,Brazil
America MG,2024-07-20,1853.03,Brazil
America MG,2024-07-24,1858.88,Brazil
America MG,2024-07-28,1856.51,Brazil
America MG,2024-08-03,1850.49,Brazil
America MG,2024-08-10,1851.89,Brazil
America MG,2024-08-17,1835.17,Brazil
America MG,2024-08-22,1848.46,Brazil
America MG,2024-08-25,1841.68,Brazil
America MG,2024-09-04,1847.74,Brazil
America MG,2024-09-08,1827.44,Brazil
America MG,2024-09-15,1824.86,Brazil
America MG,2024-09-19,1816.93,Brazil
America MG,2024-09-25,1832.22,Brazil
America MG,2024-09-29,1827.17,Brazil
America MG,2024-10-05,1826.98,Brazil
America MG,2024-10-12,1829.3,Brazil
America MG,2024-10-18,1834.12,Brazil
America MG,2024-10-24,1847.93,Brazil
America MG,2024-10-29,1847.97,Brazil
America MG,2024-11-05,1850.62,Brazil
America MG,2024-11-12,1845.11,Brazil
America MG,2024-11-19,1808.24,Brazil
America MG,2024-11-24,1812.09,Brazil
America MG,2025-01-20,1831.24,Brazil
America MG,2025-01-23,1842.78,Brazil
America MG,2025-01-26,1861.41,Brazil
America MG,2025-01-30,1821.54,Brazil
America MG,2025-02-01,1861.53,Brazil
America MG,2025-02-06,1836.61,Brazil
America MG,2025-02-08,1839.57,Brazil
America MG,2025-02-12,1841.66,Brazil
America MG,2025-02-16,1830.13,Brazil
America MG,2025-02-22,1825.78,Brazil
America MG,2025-02-26,1842.07,Brazil
America MG,2025-03-08,1826.05,Brazil
America MG,2025-03-15,1787.28,Brazil
America MG,2025-04-05,1801.31,Brazil
America MG,2025-04-13,1821.61,Brazil
America MG,2025-04-18,1855.06,Brazil
America MG,2025-04-21,1854.2,Brazil
America MG,2025-04-27,1839.64,Brazil
America MG,2025-05-05,1837.53,Brazil
America MG,2025-05-15,1857.04,Brazil
America MG,2025-05-20,1841.26,Brazil
America MG,2025-05-28,1828.18,Brazil
America MG,2025-06-02,1843.43,Brazil
America MG,2025-06-07,1842.92,Brazil
America MG,2025-06-14,1826.46,Brazil
America MG,2025-06-21,1820.45,Brazil
America MG,2025-06-27,1832.61,Brazil
America MG,2025-07-08,1808.93,Brazil
America MG,2025-07-12,1812.76,Brazil
America MG,2025-07-20,1812.89,Brazil
America MG,2025-07-24,1818.14,Brazil
America MG,2025-07-27,1825.3,Brazil
America MG,2025-08-02,1823.9,Brazil
America MG,2025-08-09,1829.54,Brazil
America MG,2025-08-16,1810.41,Brazil
America MG,2025-08-23,1804.33,Brazil
America MG,2025-09-03,1777.79,Brazil
America MG,2025-09-07,1781.74,Brazil
America MG,2025-09-13,1781.55,Brazil
America MG,2025-09-21,1787.67,Brazil
America MG,2025-09-26,1785.57,Brazil
America MG,2025-09-30,1779.17,Brazil
America MG,2025-10-05,1772.17,Brazil
America MG,2025-10-09,1767.53,Brazil
America MG,2025-10-12,1779.26,Brazil
America MG,2025-10-18,1773.66,Brazil
America MG,2025-10-25,1773.35,Brazil
America MG,2025-11-03,1781.95,Brazil
America MG,2025-11-10,1772.14,Brazil
America MG,2025-11-16,1763.26,Brazil
America MG,2025-11-23,1758.47,Brazil
America MG,2026-01-11,1751.84,Brazil
America MG,2026-01-14,1775.0,Brazil
America MG,2026-01-18,1781.51,Brazil
America MG,2026-01-22,1754.26,Brazil
America MG,2026-01-25,1757.63,Brazil
America MG,2026-01-31,1784.92,Brazil
America MG,2026-02-08,1772.44,Brazil
America MG,2026-02-14,1781.93,Brazil
America MG,2026-02-22,1772.95,Brazil
America MG,2026-03-01,1770.8,Brazil
America MG,2026-03-05,1803.99,Brazil
America MG,2026-03-22,1798.41,Brazil
America MG,2026-04-01,1773.41,Brazil
America MG,2026-04-06,1761.78,Brazil
America MG,2026-04-12,1768.56,Brazil
America MG,2026-04-18,1776.22,Brazil
America MG,2026-04-25,1756.81,Brazil
America MG,2026-05-04,1751.06,Brazil
America MG,2026-05-10,1765.24,Brazil
America MG,2026-05-16,1768.07,Brazil
America MG,2026-05-24,1729.59,Brazil
America MG,2026-05-30,1723.15,Brazil
America MG,2026-06-09,1717.05,Brazil
America MG,2026-06-17,1706.83,Brazil
America MG,2026-06-24,1707.02,Brazil
America MG,2026-06-27,1700.81,Brazil
America MG,2026-07-03,1703.38,Brazil
America MG,2026-07-14,1698.28,Brazil
America MG,2026-07-18,1709.44,Brazil
America MG,2026-07-22,1717.39,Brazil
Anapolis FC,2023-07-23,1730.85,Brazil
Anapolis FC,2023-08-01,1695.21,Brazil
Anapolis FC,2023-08-06,1697.58,Brazil
Anapolis FC,2023-08-12,1683.22,Brazil
Anapolis FC,2023-08-20,1696.3,Brazil
Anapolis FC,2024-01-17,1703.18,Brazil
Anapolis FC,2024-01-20,1679.96,Brazil
Anapolis FC,2024-01-24,1663.82,Brazil
Anapolis FC,2024-01-28,1668.83,Brazil
Anapolis FC,2024-02-01,1659.18,Brazil
Anapolis FC,2024-02-04,1656.88,Brazil
Anapolis FC,2024-02-08,1653.09,Brazil
Anapolis FC,2024-02-11,1622.68,Brazil
Anapolis FC,2024-02-16,1625.3,Brazil
Anapolis FC,2024-02-18,1663.55,Brazil
Anapolis FC,2024-02-21,1672.61,Brazil
Anapolis FC,2024-02-25,1690.63,Brazil
Anapolis FC,2024-03-03,1674.85,Brazil
Anapolis FC,2024-03-10,1665.16,Brazil
Anapolis FC,2024-03-15,1652.03,Brazil
Anapolis FC,2024-05-05,1652.5,Brazil
Anapolis FC,2024-05-11,1636.16,Brazil
Anapolis FC,2024-05-19,1621.21,Brazil
Anapolis FC,2024-05-25,1582.25,Brazil
Anapolis FC,2024-06-02,1624.03,Brazil
Anapolis FC,2024-06-08,1652.58,Brazil
